"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","I. Öffentliche Haushalte im Jahr 2011","3. Der Haushalt des Bundes: Die Konsolidierungsbemühungen lassen nach","181"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","II. Schuldenregel: Offene Fragen und Stand der Umsetzung"," ","183"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","II. Schuldenregel: Offene Fragen und Stand der Umsetzung","1. Gestaltungsspielräume der Schuldenregel auf Bundesebene","184"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","II. Schuldenregel: Offene Fragen und Stand der Umsetzung","2. Umsetzung der Schuldenregel bei den Ländern","185"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","II. Schuldenregel: Offene Fragen und Stand der Umsetzung","Schuldenschranken im Föderalstaat","185"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","II. Schuldenregel: Offene Fragen und Stand der Umsetzung","Erfassung der Gemeinden auf Länderebene?","188"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder"," ","190"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder","1. Haushaltslage der Länder – ein Überblick","191"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder","Methodische Vorbemerkung","191"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder","Kennziffernvergleich","192"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder","Ausgaben für Soziales","196"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","III. Fiskalische Situation der Länder","2. Abschätzung des langfristigen Konsolidierungsbedarfs","197"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer"," ","206"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer","1. Kalte Progression","206"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer","Haben die Tarifreformen der letzten Jahrzehnte die Kalte Progression ausgeglichen?","206"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer","Ist die Kalte Progression kurzfristig ein Problem?","209"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer","Beseitigung der Kalten Progression in Zeiten der Haushaltssanierung?","211"
"FÜNFTES KAPITEL Öffentliche Finanzen: Vorrang für die Konsolidierung","IV. Reformbedarf bei der Einkommensteuer","2. Der „Mittelstandsbauch“","213"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext"," "," ","218"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","I. Energiekonzept und Atomausstieg"," ","220"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","I. Energiekonzept und Atomausstieg","Energiekonzept der Bundesregierung","220"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","I. Energiekonzept und Atomausstieg","Atomausstieg","225"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","I. Energiekonzept und Atomausstieg","Die Energiewende als gesellschaftliche Herausforderung","228"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt"," ","229"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","1. Determinanten des Großhandelspreises","229"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Stromnachfrage","230"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Stromangebot","231"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Stromerzeugung aus erneuerbaren Energien","233"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Preisbildung und Stromgroßhandel","234"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","2. Stromnetze, Systemintegration und Endverbraucherpreise","235"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Stromnetze","235"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Integration der erneuerbaren Energien in das Stromnetz","236"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","II. Strommarkt","Preise für Endverbraucher","237"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union"," ","239"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","1. Grundlagen rationaler Klimapolitik","239"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","Internationale Dimension des Klimaschutzes","239"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","Das Klimapaket der Europäischen Union","240"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","2. Umsetzung der klimapolitischen Ziele","243"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","EU-Emissionsrechtehandel","244"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","Die Förderung erneuerbarer Energien in Europa","246"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","III. Klimapolitik der Europäischen Union","Die Förderung der erneuerbaren Energien in Deutschland durch das EEG","248"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen"," ","254"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen","Unterschiedliche Ziele erfordern unterschiedliche Instrumente","255"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen","Ausbauziele europäisch koordinieren – auf Mengensteuerung umstellen","256"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen","Flankierende Innovations- und Technologiepolitik","260"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen","Sicherstellung der demokratischen Legitimation","260"
"SECHSTES KAPITEL Energiepolitik: Erfolgreiche Energiewende nur im europäischen Kontext","IV. Notwendige wirtschaftspolitische Entscheidungen","Eine andere Meinung","261"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik"," "," ","266"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung"," ","268"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung","1. Der Befund: Viel Licht, aber auch Schatten","268"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung","2. Bestimmungsgründe der bisher robusten Beschäftigungsdynamik","276"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung","Anpassung im Krisenjahr","276"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung","Stabile Beschäftigungsentwicklung seit dem Jahr 2006","278"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","I. Robuste Aufwärtsentwicklung der Beschäftigung: Verlauf und Erklärung","3. Reformbedarf trotz Beschäftigungsdynamik","281"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","II. Beschäftigungsveränderungen in multinationalen Unternehmen"," ","283"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","III. Arbeitnehmerüberlassung: Im Fadenkreuz der Kritiker"," ","289"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","III. Arbeitnehmerüberlassung: Im Fadenkreuz der Kritiker","1. Die dynamische Entwicklung der Zeitarbeit","290"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","III. Arbeitnehmerüberlassung: Im Fadenkreuz der Kritiker","2. Zur Qualität von Leiharbeitsverhältnissen","292"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","III. Arbeitnehmerüberlassung: Im Fadenkreuz der Kritiker","3. Tarifunfähigkeit und ihre Folgen","298"
"SIEBETES KAPITEL Arbeitsmarkt: Bisher ungebrochene Beschäftigungsdynamik","IV. Eine andere Meinung"," ","301"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen"," "," ","308"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut"," ","310"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","1. Finanzielle Entwicklung erfreulich – kurzfristige Beitragssatzsenkung möglich","310"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","2. Abbau des Ausgleichsbedarfs begonnen – in der Folge gedämpfte Rentenanpassung","312"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","3. Anstieg des Risikos von Altersarmut möglich – aber Vorsicht vor vorschnellen Leistungsausweitungen","312"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","Altersarmut in Deutschland – Status quo und Ausblick","313"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","Handlungsbedarf?","319"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","I. Gesetzliche Rentenversicherung: Priorität für die Prävention von Altersarmut","Eine andere Meinung","326"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","II. Gesetzliche Krankenversicherung: Erfreuliche Finanzlage – Zusatzbeiträge nutzen"," ","327"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","II. Gesetzliche Krankenversicherung: Erfreuliche Finanzlage – Zusatzbeiträge nutzen","1. Finanzielle Lage","327"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","II. Gesetzliche Krankenversicherung: Erfreuliche Finanzlage – Zusatzbeiträge nutzen","2. Erfolgreiche Gesundheitsreform im vergangenen Jahr?","328"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","III. Soziale Pflegeversicherung: Defizit vorgezeichnet"," ","329"
"ACHTES KAPITEL Soziale Sicherung: Gute Finanzlage – Nachlässigkeit bei Reformen","IV. Arbeitslosenversicherung: Finanzielle Lage besser als erwartet"," ","331"

