"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung","2. Digitaler Wandel und die Stabilität der Banken","198"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung","3. Ein Risiko für das Intermediationsmodell der Banken?","200"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","IV. Risiken für die Finanzstabilität, neue Herausforderungen für die Regulierung","4. Dis-Intermediationsrisiken durch den digitalen Euro","201"
"Drittes KapitelDigitale Innovationen im Finanzsektor ermöglichen,Finanzstabilität sichern","V. Wirtschaftspolitische Implikationen"," ","204"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern"," "," ","216"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","I. Einleitung"," ","218"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland"," ","221"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland","1. Preisentwicklungen","221"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland","2. Wohnraumnachfrage","224"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland"," Bevölkerungsentwicklung","225"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland"," Entwicklung der Haushaltsgröße und Wohnfläche","229"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland","3. Wohnraumangebot","232"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland"," Wohnungsbestand und Entwicklungen im Wohnungsbau","232"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","II. Ausgangslage: Der Wohnungsmarkt in Deutschland"," Kostenentwicklung im Wohnungsbau","237"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum"," ","242"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum","1. Mangelnde Verfügbarkeit in Ballungsräumen","242"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum"," Unzureichende Erschließung von Wohnraum","243"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum"," Hemmnisse bei der Reallokation von Wohnraum","246"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum","2. Zugang für einkommensschwache und benachteiligte Bevölkerungsgruppen","252"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum"," Folgen von Zahlungs- und Zugangsschwierigkeiten","253"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","III. Herausforderungen: Verfügbarkeit und Zugang zu Wohnraum"," Soziale Wohnungspolitik gegen Zahlungs- und Zugangsschwierigkeiten","255"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," ","261"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen","1. Wohnungsneubau stärken","261"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Flächenpotenziale heben","261"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Baukosten senken","264"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Wohnraumpotenziale in anderen Regionen erschließen","266"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Weitere Maßnahmen zur Erhöhung des Wohnraumangebots","266"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen","2. Anreize zur effizienten Nutzung von Wohnraum erhöhen","267"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Umzugsbarrieren verringern","267"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Mietpreisregulierung sinnvoller ausgestalten","268"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen"," Kaufnebenkosten senken","270"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","IV. Handlungsoptionen","3. Subjekt- und Objektförderung in der sozialen Wohnungspolitik kombinieren","271"
"Viertes KapitelWohnen in Deutschland: Knappheiten beheben undZugang erleichtern","Eine andere Meinung"," ","274"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung"," "," ","290"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","I. Einleitung"," ","292"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa"," ","296"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa","1. Struktur des bestehenden Güterverkehrs","296"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa","2. Herausforderung: Verkehrsinfrastruktur","301"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa","3. Herausforderung: Dekarbonisierung","309"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa","4. Regulatorischer Rahmen für die Dekarbonisierung des Güterverkehrs","311"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa"," CO2-spezifische Regulierung im Straßengüterverkehr","312"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","II. Ausgangslage: Güterverkehr in Deutschland und Europa"," Kosten für Infrastrukturnutzung und Energie im Schienengüterverkehr","313"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," ","315"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs","1. Gütertransporte auf Schiene und Wasserstraße verlagern","315"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," Geringes nachfrageseitiges Verlagerungspotenzial","316"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," Verlagerung durch geringe Kapazität und Effizienz imSchienengüterverkehr nur eingeschränkt möglich","318"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs","2. Straßengüterverkehr dekarbonisieren","321"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," BE-LKW mit höchster Marktreife für den Einsatz im Straßengüterverkehr","321"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," Alternative Antriebe können gegenüber dem Diesel zeitnahWirtschaftlichkeit erreichen","325"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","III. Strategien zur Dekarbonisierung des Güterverkehrs"," Alternative Antriebe benötigen eine alternative Energieinfrastruktur","329"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft"," ","336"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft","1. Hemmnisse bei der Modernisierung der Infrastruktur abbauen","336"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft","2. Schienengüterverkehr stärken","338"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft"," Effizienz und Kapazität im Schienengüterverkehr steigern","339"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft"," Wettbewerbsfähigkeit des Schienengüterverkehrs erhöhen","340"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft","3. Energieinfrastruktur für alternative Antriebe aufbauen","342"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","IV. Maßnahmen: Reformoptionen für den Güterverkehr der Zukunft"," Technologieoffen bleiben – öffentliche Mittel effizient priorisieren","346"
"Fünftes KapitelGüterverkehr zwischen Infrastrukturanforderungen undDekarbonisierung","Eine andere Meinung"," ","351"

