"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Zweltes Kapitel: Zur Konjunkturlage","Teil A: Der europäische Rahmen 1972","Ungebrochene Verbrauchskonjunktur - schwache Investitionsbelebung","30"
"Zweltes Kapitel: Zur Konjunkturlage","Teil A: Der europäische Rahmen 1972","Geringe Unterauslastung der Produktivkräfte","32"
"Zweltes Kapitel: Zur Konjunkturlage","Teil A: Der europäische Rahmen 1972","Abschwächung der Einkommensexpansion beendet","33"
"Zweltes Kapitel: Zur Konjunkturlage","Teil A: Der europäische Rahmen 1972","Ungebrochener Preisauftrieb","34"
"Zweltes Kapitel: Zur Konjunkturlage","Teil A: Der europäische Rahmen 1972","Regionale Differenzierung","35"
"Zweltes Kapitel: Zur Konjunkturlage","II. Außenwirtschaft: Neue währungspolitische Bedingungen"," ","37"
"Zweltes Kapitel: Zur Konjunkturlage","III. Geld- und Kreditpolitik im Konflikt"," ","39"
"Zweltes Kapitel: Zur Konjunkturlage","IV. Expansive öffentliche Haushalte"," ","41"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972"," ","43"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","I. Neuer, aber schwacher Aufschwung - anhaltender Geldwertschwund","43"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Wieder verstärkte Auslandsaufträge","43"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Anhaltend hohe Verbrauchsnachfrage","46"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Baukonjunktur im Zeichen des Wohnungsbaus","47"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Allmähliche Belebung der Investitionsneigung","47"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Wieder verstärkter Lageraufbau","49"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Geringe Kapazitätsreserven","49"
"Zweltes Kapitel: Zur Konjunkturlage","Teil B: Die Binnenkonjunktur 1972","Hoher Beschäftigungsstand","52"
"Inhalt"," "," ","Seite"
"Inhalt","Starker Anstieg der Importe"," ","54"
"Inhalt","Vorübergehende Mäßigung in der Lohnpolitik"," ","54"
"Inhalt","Anhaltender Preisauftrieb"," ","63"
"Inhalt","Preisniveau und Preisstruktur im Zyklus und im Trend"," ","68"
"Inhalt","II. Die Außenwirtschaft nach dem Realignment"," ","69"
"Inhalt","Weiterhin Zunahme der Ausfuhr – Starke Expansion der Einfuhr"," ","69"
"Inhalt","Leichtes Defizit in der Leistungsbilanz"," ","71"
"Inhalt","Kapitalzuflüsse aus dem Ausland gebremst"," ","72"
"Inhalt","III. Geld- und Kreditpolitik: Ab Herbst wieder restriktiv"," ","74"
"Inhalt","Neuerliche Devisenzuflüsse"," ","74"
"Inhalt","Zunehmende Kontrollen im Kapitalverkehr"," ","77"
"Inhalt","Starke monetäre Expansion"," ","78"
"Inhalt","Differenziertere Zinsstruktur"," ","81"
"Inhalt","IV. Offentliche Haushalte – noch stärker expansiv"," ","83"
"Inhalt","Erneute Ausgabenexpansion"," ","86"
"Inhalt","Konjunkturell bedingte Steuermehreinnahmen"," ","89"
"Inhalt","Expansive Effekte der Finanzpolitik abermals größer"," ","90"
"Inhalt","Finanzierungssaldo und konjunkturelle Wirkungen der öffentlichen Haushalte"," ","93"
"Inhalt","Zur Aufteilung der Staatsquote auf Bund, Länder und Gemeinden"," ","96"
"Inhalt","Regionalisierung der Fiskalpolitik?"," ","96"
"Inhalt","V. Der Gesamtindikator zur Konjunkturdiagnose – Wende auf hohem Niveau"," ","98"
"Drittes Kapitel: Die voraussehbare Entwicklung"," "," ","99"
"Drittes Kapitel: Die voraussehbare Entwicklung","I. Die Weltkonjunktur im Jahre 1973"," ","99"
"Drittes Kapitel: Die voraussehbare Entwicklung","II. Die öffentlichen Finanzen im Jahre 1973"," ","102"
"Drittes Kapitel: Die voraussehbare Entwicklung","III. Die voraussichtliche Entwicklung der Binnenkonjunktur"," ","104"
"Viertes Kapitel: Widerstand gegen die Inflation"," "," ","111"
"Viertes Kapitel: Widerstand gegen die Inflation","I. Die Situation im Herbst 1972"," ","111"
"Viertes Kapitel: Widerstand gegen die Inflation","I. Die Situation im Herbst 1972","Der Befund für die Gemeinschaft","111"
"Viertes Kapitel: Widerstand gegen die Inflation","I. Die Situation im Herbst 1972","Der Befund für die Bundesrepublik","111"
"Viertes Kapitel: Widerstand gegen die Inflation","II. Die Wirtschaftspolitik 1972 im Rückblick"," ","112"
"Viertes Kapitel: Widerstand gegen die Inflation","II. Die Wirtschaftspolitik 1972 im Rückblick","EWG: Schwieriger Start in eine europäische Währungsunion","112"
"Viertes Kapitel: Widerstand gegen die Inflation","II. Die Wirtschaftspolitik 1972 im Rückblick","Bundesrepublik: Die Chancen des Abschwungs vergeben","113"
"Viertes Kapitel: Widerstand gegen die Inflation","III. Gleicher Rang für den Geldwert"," ","116"
"Viertes Kapitel: Widerstand gegen die Inflation","III. Gleicher Rang für den Geldwert","Die Inflationsgewöhnung bannen","116"
"Viertes Kapitel: Widerstand gegen die Inflation","III. Gleicher Rang für den Geldwert","EWG: Schwache Hoffnung auf Stabilisierung","120"
"Inhalt"," "," ","Seite"
"Inhalt","Bundesrepublik: Eine Strategie der gedämpften Expansion"," ","123"
"Inhalt","Zwei Alternativen"," ","134"
"Inhalt","Minderheitsvotum: Zur Frage der Beurteilung des wirtschaftspolitischen Kurses und zur Frage des monetären Konzepts"," ","137"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung"," "," ","141"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","I. Zur mittelfristigen Entwicklung der Einkommensverteilung"," ","141"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","I. Zur mittelfristigen Entwicklung der Einkommensverteilung","Erfahrungen des letzten Jahrzehnts","141"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","I. Zur mittelfristigen Entwicklung der Einkommensverteilung","Umverteilung durch den Staat","148"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","I. Zur mittelfristigen Entwicklung der Einkommensverteilung","Verteilungswirkungen der Geldentwertung","152"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","II. Der stabilitätspolitische Aspekt der Einkommensverteilung"," ","154"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","II. Der stabilitätspolitische Aspekt der Einkommensverteilung","Marktmacht und Stabilität","154"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","II. Der stabilitätspolitische Aspekt der Einkommensverteilung","Lehren der dirigistischen Preis- und Lohnpolitik","156"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","III. Der verteilungspolitische Aspekt – Chancen der Umverteilung"," ","158"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","III. Der verteilungspolitische Aspekt – Chancen der Umverteilung","Verteilungspolitische Ziele","158"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","III. Der verteilungspolitische Aspekt – Chancen der Umverteilung","Wege zur Umverteilung","161"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","III. Der verteilungspolitische Aspekt – Chancen der Umverteilung","Gewinnbeteiligung bei begrenzter Haftung","162"
"Fünftes Kapitel: Grundprobleme der Einkommensverteilung","III. Der verteilungspolitische Aspekt – Chancen der Umverteilung","Die Brücke zur Vermögensbildung","164"

