"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","II. Fiskalpolitik und Schulden: Der Weg aus der Corona-Krise","3. Europäische Fiskalregeln (Monika Schnitzer und Achim Truger)","116"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","II. Fiskalpolitik und Schulden: Der Weg aus der Corona-Krise","4. Fiskalpolitische Normalisierung in Deutschland","119"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen"," ","129"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","1. Zusammenhänge zwischen geld- und fiskalpolitischen Entscheidungen","129"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","2. Bewertung der Gefahr von fiskalischer Dominanz","133"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","3. Geldpolitische Normalisierung im Euro-Raum","140"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","Implikationen der EZB-Strategieüberprüfung","140"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","Geldpolitik und aktuelle Inflationsentwicklung","143"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","Inflationsrisiken im Blick behalten","145"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","Ausstieg aus den pandemiebedingten geldpolitischen Maßnahmen","147"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","III. Fiskal- und geldpolitische Wechselwirkungen","Normalisierungsstrategie rechtzeitig kommunizieren","148"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen"," ","151"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","1. Europäische Wachstumsperspektiven","151"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Wirtschaftspolitik und längerfristiges Wachstum","151"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Umsetzung des Aufbaupakets der Europäischen Union","154"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","2. Wachstumspotenziale in Deutschland heben","158"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Chancen und Risiken für das Potenzialwachstum","159"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Institutionellen Rahmen für zukunftsorientierte Ausgaben verbessern","163"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Zur Diskussion gestellt: Zwei unterschiedliche Sichtweisen zur Mobilisierung und Finanzierung von Investitionen","165"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","3. Mobilisierung von Investitionen und ihre Finanzierung (Veronika Grimm und Volker Wieland)","165"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Private und öffentliche Investitionsbedarfe abhängig von Rahmenbedingungen","165"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Öffentliche Investitionen seit 2014 gestiegen","168"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Die Debatte um öffentliche Investitionen","168"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Mehr Spielraum für öffentliche Investitionen schaffen","170"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Die parlamentarische Kontrolle ernst nehmen","172"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Privatwirtschaftliche Investitionen auslösen","173"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Die Schuldenbremse in der Corona-Krise","173"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","4. Mobilisierung von Investitionen und ihre Finanzierung (Monika Schnitzer und Achim Truger)","176"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Gestaltung der Transformation erfordert überzeugende Finanzierungsstrategie","176"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Teilweise Kreditfinanzierung von Zukunftsausgaben ökonomisch begründbar","177"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Finanzierungsmöglichkeiten durch vorübergehend höhere Haushaltsspielräume begrenzt","179"
"Zweites Kapitel Fiskal- und Geldpolitik nach der Corona-Krise normalisieren","IV. Potenziale heben und langfristig wachsen","Dauerhafte Möglichkeiten kreditfinanzierter Investitionen unter der Schuldenbremse ausloten","180"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen"," "," ","194"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","I. Einleitung"," ","196"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","II. Einkommensverteilung vor der Corona-Krise"," ","197"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","II. Einkommensverteilung vor der Corona-Krise","1. Verteilung der Haushaltseinkommen","198"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","II. Einkommensverteilung vor der Corona-Krise","2. Verteilung der Bruttoarbeitslöhne","202"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt"," ","205"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","1. Einkommensverteilung, Konsum und Ersparnis","205"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","2. Heterogene Effekte der Corona-Krise auf Erwerbstätige","208"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","Arbeitslosigkeit","208"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","Geringfügige Beschäftigung","215"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","Selbständige","216"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","Folgen der Corona-Krise für Gesundheit und Haushaltssituation","216"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","III. Corona-Krise, Einkommensverteilung und Arbeitsmarkt","3. Situation am Ausbildungsmarkt","219"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt"," ","221"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","1. (Langzeit-)Arbeitslosigkeit reduzieren","221"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","2. Übergang in betriebliche Ausbildung erleichtern","222"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","3. Weiterbildung stärken","223"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","Hohe Komplexität in der deutschen Weiterbildungslandschaft","225"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","Weiterbildungsfinanzierung weiterentwickeln","227"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","Weiterbildung als festen Teil des Bildungssystems verankern","230"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","4. Selbständige absichern","231"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","IV. Maßnahmen für den Arbeitsmarkt","5. Erwerbsanreize von Zweitverdienenden stärken","232"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","V. Bildungschancen von Kindern und Jugendlichen in und nach der Pandemie"," ","239"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","V. Bildungschancen von Kindern und Jugendlichen in und nach der Pandemie","1. Ausgangslage: Chancenungleichheit in Deutschland","239"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","V. Bildungschancen von Kindern und Jugendlichen in und nach der Pandemie","2. Auswirkungen der Corona-Eindämmungsmaßnahmen auf Kinder und Jugendliche","242"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","VI. Handlungsbedarfe bei schulischer und frühkindlicher Bildung"," ","248"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","VI. Handlungsbedarfe bei schulischer und frühkindlicher Bildung","1. Aufholen pandemiebedingter Lern- und Entwicklungsrückstände","249"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","VI. Handlungsbedarfe bei schulischer und frühkindlicher Bildung","2. Chancengleichheit und Effektivität des Schulsystems erhöhen","254"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","VI. Handlungsbedarfe bei schulischer und frühkindlicher Bildung","3. Digitalisierung in Schulen vorantreiben","258"
"Drittes Kapitel Corona-Krise, Einkommensverteilung und Bildungschancen","VI. Handlungsbedarfe bei schulischer und frühkindlicher Bildung","4. Bildungsausgaben im Föderalismus steigern","264"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel"," "," ","286"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","I. Produktivitätseffekte der Corona-Krise"," ","288"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung"," ","291"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","1. Die Rolle von Rezessionen für den Reallokationsprozess","292"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","2. Marktaustritte in der Corona-Krise","297"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Aktuelle Entwicklung der Marktaustrittsraten","297"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Gründe für einen Rückgang der Marktaustritte","298"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Mögliche Folgen der aktuellen Entwicklung der Marktaustritte","301"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","3. Eigenkapitalentwicklung in der Corona-Krise","304"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","4. Unternehmensgründungen in der Corona-Krise","306"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","5. Die Reallokation von Arbeitskräften in der Corona-Krise","308"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Aktuelle Entwicklung der Reallokation von Arbeitskräften","308"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Arbeitskräftereallokation zwischen und innerhalb von Wirtschaftsbereichen","309"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","II. Reallokation und Produktivitätsentwicklung","Die Rolle der Kurzarbeit für den Reallokationsprozess","312"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","III. Effiziente Reallokation und Strukturwandel unterstützen"," ","314"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","III. Effiziente Reallokation und Strukturwandel unterstützen","1. Geordnete Marktaustritte ermöglichen: Reformbedarf im Insolvenz- und Restrukturierungsrecht","314"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","III. Effiziente Reallokation und Strukturwandel unterstützen","2. Verschuldung kleiner Unternehmen durch Umwandlung bestehender Liquiditätshilfen reduzieren","315"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","III. Effiziente Reallokation und Strukturwandel unterstützen","3. Zukunftsfähige Gründungen besser unterstützen","317"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","III. Effiziente Reallokation und Strukturwandel unterstützen","4. Die Reallokation von Arbeitskräften gezielter fördern","318"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie"," ","321"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","1. Veränderte Wertschöpfung in der Datenökonomie","323"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Besonderheiten datenbasierter Geschäftsmodelle","323"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","2. Plattformen als dominantes Geschäftsmodell der Datenökonomie","328"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Potenziale der gewerblichen Nutzung von Plattformen","329"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Hindernisse bei der gewerblichen Nutzung digitaler Plattformen in Deutschland","332"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Hemmnisse bei der Entwicklung von Plattformen in Deutschland","334"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","3. Cloud-Ökosysteme als technologische Basis der Datenökonomie","340"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Dominanz der Hyperscaler auf dem Cloud-Computing-Markt","341"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","IV. Wachstumspotenziale durch Geschäftsmodelle der Datenökonomie","Gaia-X – ein europäisches Ökosystem zur Stärkung der digitalen Souveränität","343"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen"," ","344"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","1. Förderung des Datenzugangs und -austauschs in Deutschland und der EU","345"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","2. Stärkung des Wettbewerbs in der Plattformökonomie","348"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","3. Verbraucherschutz in der Datenökonomie stärken","353"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","4. Technologische Souveränität als wirtschaftspolitisches Handlungsfeld","354"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","5. Initiativen zur Erhöhung der Cybersicherheit besser koordinieren","358"
"Viertes Kapitel Produktivität: Corona-Krise und Strukturwandel","V. Entwicklungshemmnisse in der Datenökonomie abbauen","6. Kohärente Strategie und Priorisierung notwendig","358"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen"," "," ","376"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","I. Internationale Kooperation ist Voraussetzung für erfolgreiche Klimapolitik"," ","378"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes"," ","380"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","1. Regionale Unterschiede der Klimarisiken","381"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","2. Herausforderungen der Dekarbonisierung","387"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Umstellungskosten bei Energieversorgung und Güterproduktion","389"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Situation der Länder mit großen Reserven fossiler Energieträger","392"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","3. Wirtschaftliche Chancen und Handlungsbedarfe der Dekarbonisierung","397"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Volkswirtschaftliche Technologiepotenziale","398"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Finanzierung von Innovationen","402"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Realwirtschaftliche Rahmenbedingungen","405"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Erneuerbare Energien verändern Energieimporte","406"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","Förderung kritischer Mineralien","407"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","II. Regionale Herausforderungen und Chancen des Klimaschutzes","4. Implikationen für klimapolitische Verhandlungspositionen","409"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","III. Multilaterale Klimakooperation"," ","411"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","III. Multilaterale Klimakooperation","1. Klimapolitik innerhalb der Vereinten Nationen","411"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","III. Multilaterale Klimakooperation","Lastenausgleich durch internationale Klimafinanzierung","414"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","III. Multilaterale Klimakooperation","Lastenausgleich durch Technologiediffusion","418"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","III. Multilaterale Klimakooperation","2. Anpassung der internationalen Handelskooperation","420"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","IV. Bi- und plurilaterale Möglichkeiten der Klimapolitik"," ","425"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","IV. Bi- und plurilaterale Möglichkeiten der Klimapolitik","1. Bilaterale Partnerschaften","425"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","IV. Bi- und plurilaterale Möglichkeiten der Klimapolitik","2. Investitionsschutzabkommen","428"
"Fünftes Kapitel Globaler Klimaschutz: Rahmenbedingungen und Handlungsoptionen","IV. Bi- und plurilaterale Möglichkeiten der Klimapolitik","3. Handelsabkommen","432"
