"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","VII. Erneuerung der Europäischen Union","1. Viele gemeinsame Anliegen bei EU-Reformen","56"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","VII. Erneuerung der Europäischen Union","2. Fristverlängerung statt ungeordnetem Brexit","60"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","VIII. Globalisierung"," ","61"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","VIII. Globalisierung","1. Wohlfahrtssteigerung durch internationalen Handel","61"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","VIII. Globalisierung","2. Migrationsdruck nach Europa wird nicht nachlassen","62"
"Erstes KapitelFür eine zukunftsorientierte Wirtschaftspolitik","Eine andere Meinung"," ","65"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind"," "," ","76"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt"," ","78"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt","1. Konjunkturelle Lage","78"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt"," Fortgeschrittene Volkswirtschaften gemeinsam im Aufschwung","79"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt"," Wieder bessere Aussichten für die Schwellenländer","82"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt","2. Ausblick","82"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","I. Weltwirtschaft: Wachstum gefestigt","3. Chancen und Risiken","85"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","II. Konjunktur außerhalb des Euro-Raums"," ","87"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","II. Konjunktur außerhalb des Euro-Raums","1. Vereinigte Staaten: Wachstumsdynamik setzt sich trotz politischerUnsicherheit fort","87"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","II. Konjunktur außerhalb des Euro-Raums","2. China: Beständiges Wachstum mit Risiken","90"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","II. Konjunktur außerhalb des Euro-Raums","3. Japan: Aufschwung und angespannter Arbeitsmarkt","92"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","II. Konjunktur außerhalb des Euro-Raums","4. Vereinigtes Königreich: Brexit-Countdown läuft","94"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," ","97"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen","1. Konjunkturelle Lage","98"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," Positionen im Konjunkturzyklus","101"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," Geld- und Fiskalpolitik","105"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen","2. Strukturelle Anpassungen und Probleme","105"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," Wettbewerbsfähigkeit","105"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," Strukturwandel","108"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen"," Anhaltende Probleme","110"
"Zweites KapitelInternationale Konjunktur: Weltwirtschaft im Aufwind","III. Euro-Raum: Aufschwung übertrifft Erwartungen","3. Ausblick","112"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft"," "," ","116"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","I. Überblick"," ","118"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","I. Überblick","1. Kapitalauslastung bereits hoch","118"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","I. Überblick","2. Lohn- und Preisentwicklung noch moderat","124"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","I. Überblick","3. Wachstum weiterhin kräftig","129"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen"," ","135"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen","1. Rahmenbedingungen expansiv","136"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen","2. Verwendungskomponenten dynamisch","138"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen"," Außenhandel zieht an","138"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen"," Investitionen überwinden Schwächephase","139"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen"," Privater Konsum expandiert robust","140"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen","3. Verbraucherpreisentwicklung normalisiert sich","141"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen","4. Beschäftigungszunahme weiterhin hoch","142"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","II. Die Entwicklung im Einzelnen","5. Hohe Abgabenbelastung – Rekordüberschüsse","145"
"Drittes KapitelZunehmende Überauslastung der deutschen Wirtschaft","III. Mittelfristprojektion"," ","147"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum"," "," ","156"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","I. Geldpolitische Wende erforderlich"," ","158"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","II. Niedrigzinsen und Gleichgewicht"," ","159"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","III. Geldpolitik expandiert noch immer"," ","164"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","III. Geldpolitik expandiert noch immer","1. Maßnahmen der EZB seit dem Jahr 2016","164"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","III. Geldpolitik expandiert noch immer","2. Wirtschaftliche Erholung hält an","169"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","III. Geldpolitik expandiert noch immer","3. Einordnung des geldpolitischen Kurses","171"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," ","174"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung","1. Was heißt Normalisierung?","174"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung","2. Normalisierungsstrategie erforderlich","175"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung","3. Ausgangssituation an den Finanzmärkten","179"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Risiken für die Finanzstabilität","179"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Risiken für die Tragfähigkeit der öffentlichen Finanzen","181"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung","4. Elemente einer Strategie","183"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Symmetrische Reaktion","183"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Erst Netto-Anleihekäufe beenden","184"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Forward Guidance zu einer EZB-Ratsprognose ausbauen","185"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","IV. Strategie für eine Normalisierung"," Finanzielle und fiskalische Dominanz sind vermeidbar","187"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","V. Nachhaltige Wirtschaftspolitik"," ","188"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","V. Nachhaltige Wirtschaftspolitik","1. Fiskalische Konsolidierung und Zinsersparnis","189"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","V. Nachhaltige Wirtschaftspolitik","2. Strukturreformen und Wachstum","197"
"Viertes KapitelGeldpolitische Wende und nachhaltige Wirtschaftspolitikim Euro-Raum","Eine andere Meinung"," ","200"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken"," "," ","212"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","I. Lücken in der Regulierung schließen"," ","214"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","II. Nachbesserungsbedarf beim Bankenabwicklungsregime"," ","215"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","II. Nachbesserungsbedarf beim Bankenabwicklungsregime","1. Abwicklungsregime mit Lücken","216"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","II. Nachbesserungsbedarf beim Bankenabwicklungsregime","2. Reformbedarf beim Abwicklungsregime","220"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","II. Nachbesserungsbedarf beim Bankenabwicklungsregime","3. Altlasten durch notleidende Kredite","222"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","III. Proportionalität der Regulierung"," ","226"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","III. Proportionalität der Regulierung","1. Wege zu mehr Proportionalität","227"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","III. Proportionalität der Regulierung","2. Bankengröße und Systemrelevanz","228"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","III. Proportionalität der Regulierung","3. Effizienz der Regulierung erhöhen","229"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","III. Proportionalität der Regulierung","4. Keine Abkehr vom einheitlichen Regulierungssystem","231"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung"," ","232"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","1. Steigende Risiken im Finanzsystem","232"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","2. Wirksamkeit der makroprudenziellen Instrumente","235"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","3. Neue makroprudenzielle Instrumente in Deutschland unzureichend","240"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","4. Schattenbanken im Aufwind","243"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","5. Systemrelevanz von Investmentfonds","245"
"Fünftes KapitelFinanzmärkte: Lücken in der Regulierung, steigendeRisiken","IV. Makroprudenzielle Regulierung","6. Makroprudenzielle Regulierung von Investmentfonds","249"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten"," "," ","264"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa"," ","266"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","1. Langfristiger Trend zu steigenden Schuldenständen","266"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","2. Bewertung der fiskalischen Nachhaltigkeit","268"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","3. Reaktionen der Politik auf Verschuldung","271"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","4. Einnahmeseitige Konsolidierungsmöglichkeiten","273"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","5. Weitere Beschränkungen der Tragfähigkeit","278"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","I. Fiskalische Nachhaltigkeit in Europa","6. Fazit: Institutionelle Rahmenbedingungen stärken","280"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," ","283"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik","1. Finanzlage derzeit gut, Herausforderungen bleiben","283"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik","2. Hintergründe der verbesserten Finanzlage","285"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Verbesserter struktureller Primärsaldo","285"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Staatsausgaben ansteigend, öffentliche Investitionen verhalten","288"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Überschüsse wegen dynamischer Einnahmen","290"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik","3. Herausforderungen für Länder und Gemeinden","292"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Überwiegend Überschüsse","292"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Verschuldung verringert, Kassenkredite konzentriert","295"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Auswirkungen einer Zinserhöhung","298"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Risiken für die Länder durch die Beamtenversorgung","300"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik"," Erheblicher Teil von Staatstätigkeit in Ausgliederungen","302"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","II. Die deutsche Finanzpolitik","4. Fazit: Einheit von Haftung und Kontrolle stärken","305"
"Sechstes KapitelSolide Finanzpolitik gerade in guten Zeiten","Eine andere Meinung"," ","307"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen"," "," ","314"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","I. Globaler Handel und Wohlstand"," ","316"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","II. Gesamtwirtschaftliche Handelseffekte"," ","318"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","II. Gesamtwirtschaftliche Handelseffekte","1. Historische Einordnung der Globalisierung","318"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","II. Gesamtwirtschaftliche Handelseffekte","2. Auswirkungen der Handelsliberalisierung","323"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","II. Gesamtwirtschaftliche Handelseffekte","3. Quantifizierung der Wohlfahrtseffekte von Handelsliberalisierung undProtektionismus","326"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte"," ","330"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte","1. Außenhandelsaktive Unternehmen sind produktiver","331"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte","2. Heterogene Effekte auf regionale und sektorale Beschäftigung","333"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte"," Auswirkungen der Handelsöffnung durch China und Osteuropa","335"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte"," Anpassungsprozesse am Arbeitsmarkt","340"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte","3. Geringe Effekte der Handelsöffnung auf die Löhne","344"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","III. Disaggregierte Handelseffekte","4. Höhere Lebensstandards und Produktvielfalt durch Handel","346"
"Siebtes KapitelProtektionismus verhindern, Strukturwandel unterstützen","IV. Wirtschaftspolitische Implikationen"," ","349"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel"," "," ","360"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," ","362"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung","1. Atypische Beschäftigung verliert an Bedeutung","362"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Normalbeschäftigung legt weiterhin kräftig zu","363"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Anteil befristeter und geringfügiger Beschäftigung sinkt,Zeitarbeit nimmt zu","364"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Steigende Erwerbsbeteiligung von Frauen hält an","367"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung","2. Hindernisse auf dem Weg zur Vollbeschäftigung","370"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Verfestigte Arbeitslosigkeit bleibt ein Problem","370"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Integration der anerkannten Asylbewerber benötigt Zeit","371"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung","3. Strukturwandel als dauernder Wegbegleiter","374"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Folgen des technologischen Wandels für den Arbeitsmarkt","374"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Viele neue und gewandelte Ausbildungsberufe","376"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Auswirkungen der Automatisierung auf den Arbeitsmarkt","378"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","I. Arbeitsmarkt in sehr guter Verfassung"," Digitalisierung und Demografie als Quellen fortgesetzten Wandels","381"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," ","384"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft","1. Fachkräfteengpässen wirksam begegnen","384"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Rekordstand an offenen Stellen","384"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Ungenutzte Arbeitskräftepotenziale besser ausschöpfen","386"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Gesteuerte Zuwanderung stärken","387"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft","2. Hürden für den Einstieg in den Arbeitsmarkt","388"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Zugang zum Arbeitsmarkt erleichtern, nicht hemmen","388"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft","Eine andere Meinung","390"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Geringe Verzahnung von Behörden verlangsamt Integration","392"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft","3. Zum digitalen Wandel befähigen","393"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Nachholbedarf bei digitaler Infrastruktur","393"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Allgemeine Kompetenzen stärken","396"
"Achtes KapitelArbeitsmarkt: Fachkräftesicherung im digitalen Wandel","II. Fachkräftesicherung für die Zukunft"," Lebenslanges Lernen","398"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse"," "," ","408"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","I. Einkommen und Armut in Deutschland"," ","410"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","I. Einkommen und Armut in Deutschland","1. Stabile Entwicklung der Nettoeinkommen","410"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","I. Einkommen und Armut in Deutschland","2. Überlagerungen des Ungleichheitsdiskurses","413"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","I. Einkommen und Armut in Deutschland","3. Eine aktualisierte Bestandsaufnahme","415"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","II. Ein tieferer Blick in die Einkommensverteilung"," ","418"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","II. Ein tieferer Blick in die Einkommensverteilung","1. Veränderung der Haushaltstypen","418"
"Neuntes KapitelEinkommensungleichheit: Eine tiefergehende Analyse","II. Ein tieferer Blick in die Einkommensverteilung","2. Sozio-ökonomische Unterschiede bei Ungleichheit und Mobilität","419"
