"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Viertes Kapitel: Zu einigen Grundsatzfragen der Konjunkturpolitik","II. Wenn die D-Mark flexibel gewesen wäre,...","Mögliche Einwände","84"
"Viertes Kapitel: Zu einigen Grundsatzfragen der Konjunkturpolitik","III. Neue Wege in der Konjunkturpolitik"," ","85"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik"," "," ","87"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","I. Alternativen zum gegenwärtigen Weltwährungssystem"," ","87"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","I. Alternativen zum gegenwärtigen Weltwährungssystem","Die Entwicklung des Bretton-Woods-Systems","88"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","I. Alternativen zum gegenwärtigen Weltwährungssystem","Reform durch größere Flexibilität","89"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","I. Alternativen zum gegenwärtigen Weltwährungssystem","Wechselkursflexibilität und Integration","92"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","I. Alternativen zum gegenwärtigen Weltwährungssystem","Wechselkursflexibilität und Agrarpolitik","93"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft"," ","95"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Zwischenbilanz","96"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Die Agrarwirtschaft und die Ziele des Stabilitäts- und Wachstums-\ngesetzes","97"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Agrarpolitische Fehlentwicklungen","98"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Neue agrarpolitische Programme","99"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Rahmenbedingungen der Agrarpolitik","101"
"Fünftes Kapitel: Zu aktuellen Problemen der Wirtschaftspolitik","II. Agrarpolitik in der wachsenden Wirtschaft","Die Landwirtschaft im wachstumsbedingten Strukturwandel","101"

