```csv
"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung"," Belebung frühestens im Jahresverlauf 2020 zu erwarten","55"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung"," Außenwirtschaftliche Risiken","58"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung","3. Arbeitsmarktdynamik lässt nach","61"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung","4. Finanzierungsüberschüsse trotz konjunkturellem Abschwung","64"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung"," Fiskalpolitik expansiv ausgerichtet","64"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung"," Fiskalpolitische Implikationen","66"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung","Eine andere Meinung","70"
"Erstes KapitelKonjunktur: Deutliche Abkühlung","III. Deutsche Konjunktur: Im Abschwung","5. Mittelfristprojektion: Gedämpfte Aussichten","71"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern"," "," ","84"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","I. Wachstumsquellen identifizieren"," ","86"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","II. Produktivitätsentwicklung: Diagnose"," ","88"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","II. Produktivitätsentwicklung: Diagnose","1. Demografie trübt Wachstumsaussichten","88"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","II. Produktivitätsentwicklung: Diagnose","2. Strukturelle Zerlegung der Produktivitätsentwicklung","92"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","II. Produktivitätsentwicklung: Diagnose","3. Deutschland im internationalen Vergleich","99"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","II. Produktivitätsentwicklung: Diagnose","4. Wettbewerbsfähigkeit und Leistungsbilanz","103"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen"," ","106"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen","1. Produktivitätsparadoxon der Digitalisierung","106"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen","2. Geringe Unternehmensdynamik","108"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen","3. Management und Technologien","115"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen","4. Kompositionseffekte und Globalisierung","118"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","III. Mögliche Ursachen","5. Investitionen und Produktivität im Zusammenspiel","121"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","IV. Fazit"," ","124"
"Zweites KapitelProduktivität: Wachstumsbedingungen verbessern","Eine andere Meinung"," ","128"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance"," "," ","140"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","I. Neue Herausforderungen"," ","142"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik"," ","144"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik","1. Den volkswirtschaftlichen Entdeckungsprozess stärken","144"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik","2. Horizontale Industriepolitik – sektorunabhängige Förderungunternehmerischer Aktivitäten","145"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik"," Horizontale Industriepolitik durch Rahmenbedingungen","145"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik"," Marktversagen und Staatseingriffe","146"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik","3. Vertikale Industriepolitik – gezielte Förderung von Sektorenund Unternehmen","148"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","II. Instrumente der Industriepolitik","4. Der missionsorientierte Ansatz","152"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder"," ","153"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder","1. Gründungs- und Wirtschaftsdynamik wichtig für Strukturwandel","154"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder","2. Forschung und Innovationen","158"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder"," Forschungs- und Innovationstätigkeit im Privatsektor","159"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder"," Staatliche Forschungs- und Innovationspolitik","162"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder","3. Digitalisierung und Plattformökonomie","165"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder"," Besonderheiten immaterieller Produktionsfaktoren","166"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder"," Einheitliche Regulierung und bestreitbare Märkte für Plattformen","167"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","III. Aktuelle Handlungsfelder","4. Protektionismus und strategischer Industriepolitik begegnen","170"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik"," ","174"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik","1. Regional fokussierte Innovationspolitik","177"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik","2. Räumliche Innovationsaktivität in Deutschland","178"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik","3. Technologiecluster in Deutschland","180"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik","4. Erfolgsvoraussetzungen regionaler Innovationspolitik","182"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","IV. Regionale Industriepolitik","5. Handlungsoptionen","184"
"Drittes KapitelIndustriepolitik: Strukturwandel als Chance","V. Fazit"," ","186"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen"," "," ","198"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","I. Geringe Profitabilität, fundamentaler Strukturwandel"," ","200"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","II. Bankenprofitabilität unter Druck"," ","201"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","II. Bankenprofitabilität unter Druck","1. Geringe Kosteneffizienz europäischer Banken","202"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","II. Bankenprofitabilität unter Druck","2. Strukturwandel im europäischen Finanzsektor","204"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","II. Bankenprofitabilität unter Druck","3. Besonderheiten des deutschen Bankensystems","207"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","II. Bankenprofitabilität unter Druck","4. Determinanten der Bankenprofitabilität","211"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","III. Risiken für die Finanzstabilität"," ","215"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","III. Risiken für die Finanzstabilität","1. Bankenprofitabilität und Finanzstabilität","215"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","III. Risiken für die Finanzstabilität","2. Steigende Risiken im Finanzsystem","217"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","III. Risiken für die Finanzstabilität","3. Risiken rechtzeitig entgegentreten","221"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","IV. Digitaler Wandel im Finanzsystem"," ","222"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","IV. Digitaler Wandel im Finanzsystem","1. Disruption durch neue Marktteilnehmer","222"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","IV. Digitaler Wandel im Finanzsystem"," FinTechs als Kooperationspartner im Bankgeschäft","223"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","IV. Digitaler Wandel im Finanzsystem"," Markteintritt von BigTechs in das Bankgeschäft","224"
"Viertes KapitelBanken vor zyklischen und strukturellenHerausforderungen","IV. Digitaler Wandel im Finanzsystem","2. Innovationsoffenheit bei angemessener Regulierung","226"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel"," "," ","238"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","I. Ausgangslage"," ","240"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","II. Die deutsche Schuldenbremse"," ","242"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","II. Die deutsche Schuldenbremse","1. Wirkungsweise der Schuldenbremse für den Bund und Fiskalregeln derweiteren Gebietskörperschaften","242"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","II. Die deutsche Schuldenbremse","2. Spielräume","248"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," ","253"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen","1. Forderung nach höherer öffentlicher Verschuldung in Deutschland","253"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Grenzen der Geldpolitik","254"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Fiskalischer Spielraum und Spillover-Effekte","255"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Deutsche Staatsanleihen als sichere Wertpapiere","256"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen","2. Nachhaltigkeit der Fiskalpolitik und Zinsentwicklung","259"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Historisches Zins-Wachstums-Verhältnis","259"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Gleichgewichtszinsen","262"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen","3. Einflussfaktoren auf das Zinsniveau","264"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Demografie","264"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Produktivität","265"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen"," Institutionen, Schuldenstand und Schuldenstruktur","265"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","III. Öffentliche Verschuldung in Zeiten niedriger Zinsen","4. Zwischenfazit","266"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","IV. Konjunkturbereinigung"," ","267"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","IV. Konjunkturbereinigung","1. Zuverlässigkeit von Produktionslückenschätzungen in Echtzeit","268"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","IV. Konjunkturbereinigung","2. Mögliche Verbesserung der Schätzverfahren","272"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","IV. Konjunkturbereinigung","3. Zwischenfazit","274"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen"," ","275"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen","1. Entwicklung der staatlichen Investitionen nicht isoliert betrachten","276"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen","2. Keine gesonderten Regeln für Investitionen","280"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen","3. Steigende staatliche Investitionen bereits angelegt","284"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen","4. Länder verantwortlich für Kommunen","288"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","V. Die Schuldenbremse und Investitionen","5. Umsetzungsprobleme bremsen Investitionen","289"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","VI. Gesamtfazit"," ","294"
"Fünftes KapitelDie Schuldenbremse: Nachhaltig, Stabilisierend, Flexibel","Eine andere Meinung"," ","298"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken"," "," ","314"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","I. Ungleichheit und Mobilität"," ","316"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," ","317"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung","1. Verteilung der Einkommen","317"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung","2. Mobilität und Ungleichheit im Lebenszyklus","321"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," Lohnmobilität im Lebenszyklus","323"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," Auf- und Abstiegsmobilität in den oberen und unteren drei Dezilen","330"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung","3. Vermögen der privaten Haushalte","332"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung","4. Verteilungswirkung geldpolitischer Entscheidungen","334"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," Kanäle der Verteilungswirkung geldpolitischer Entscheidungen","334"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," Verteilungswirkungen konventioneller Geldpolitik","336"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","II. Verteilung und Umverteilung"," Verteilungswirkung unkonventioneller Geldpolitik","341"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems"," ","342"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems","1. Umverteilungsintensität im Steuer-Transfer-System","343"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems","2. Be- und Entlastungen im Steuer-Transfer-System","344"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems"," Steuern, Abgaben und Sozialversicherungsbeiträge","345"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems"," Grundsicherung und Transferleistungen","347"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems","3. Reformoptionen in der Grundsicherung","352"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","III. Arbeitsanreize durch Reformen des Steuer-Transfer-Systems"," Bausteine einer universellen Transferleistung","353"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","IV. Wirtschaftspolitische Implikationen"," ","359"
"Sechstes KapitelAufstiegschancen sichern, Arbeitsanreize stärken","Eine andere Meinung"," ","361"
```
