"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage","XI. Finanzpolitik: Weiter sinkende Defizite","Sozialversicherung – Probleme noch nicht gelöst","138"
"Erstes Kapitel: Die wirtschaftliche Lage","XII. Was ist das reale Sozialprodukt?"," ","139"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1985"," "," ","144"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1985","I. Die Ausgangslage und die Annahmen für die Prognose"," ","144"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1985","II. Die Weltkonjunktur im Jahre 1985"," ","145"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1985","III. Die voraussichtliche Entwicklung der Binnenkonjunktur"," ","147"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach"," "," ","156"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten"," ","156"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","I. Ziele und Wirklichkeit","156"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","II. Was die Wirtschaftspolitik vermag","157"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","Gegen Illusionen","157"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","Gegen Resignation","162"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","Für dynamischen Wettbewerb","166"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","III. Die große Chance der kommenden Jahre: Mehr Expansion bei Stabilität","168"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","Zur Aufgabenverteilung","173"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil A: Aufgaben und Möglichkeiten","Eine andere Meinung","174"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen"," ","177"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","I. Finanzpolitik","177"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","Konsolidierungsfortschritte auch 1985","177"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","Öffentliche Haushalte in der mittelfristigen Finanzplanung","180"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","II. Geldpolitik","182"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","III. Tarifpolitik: Arbeitszeit und Löhne","184"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","IV. Arbeitsmarktpolitik","188"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","V. Steuerungsfehler im Marktprozeß","195"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","Umweltschutzpolitik: Mehr Beschäftigung durch Umweltschutz?","195"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","Regionale Wirtschaftspolitik: Neue Herausforderungen","199"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Teil B: Zu den Politikbereichen im einzelnen","Agrarpolitik: Ohne Perspektive","203"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Viertes Kapitel: Handlungsspielraum für die Finanzpolitik"," ","208"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Viertes Kapitel: Handlungsspielraum für die Finanzpolitik","I. Optionen","208"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Viertes Kapitel: Handlungsspielraum für die Finanzpolitik","II. Qualitative Konsolidierung und Steuerreform","211"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Viertes Kapitel: Handlungsspielraum für die Finanzpolitik","Zur Ausgabenseite","211"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Viertes Kapitel: Handlungsspielraum für die Finanzpolitik","Steuersenkung – Steuerreform","212"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Senkung der Grenzsteuersätze"," ","214"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Entlastung der Investitionen"," ","215"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","Reform der Familienbesteuerung"," ","220"
"Drittes Kapitel: Wirtschaftspolitik für 1985 und danach","III. Ein Resümee"," ","221"

