"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht"," "," ","82"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","I. Überblick"," ","84"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","I. Überblick","1. Privater Konsum trägt den Konjunkturaufschwung","84"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","I. Überblick"," Die Stimmung in der deutschen Wirtschaft","86"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","I. Überblick","2. Ausblick","89"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen"," ","95"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","1. Rahmenbedingungen und Annahmen der Prognose","95"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","2. Anstieg der Exporte trotz Abschwung in China","100"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","3. Exportentwicklung trübt Unternehmensinvestitionen","102"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","4. Stabiler Arbeitsmarkt stützt privaten Konsum","103"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","5. Schwacher Verbraucherpreisanstieg","106"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","6. Arbeitsmarkt: Weitere Beschäftigungsgewinne","107"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","II. Die Entwicklung im Einzelnen","7. Öffentliche Finanzen: Weiterhin Überschüsse","110"
"Drittes Kapitel Deutschland: Aufschwung hält an, Risiken erhöht","III. Mittelfristprognose"," ","113"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen"," "," ","124"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","I. Streit über den Weg zu mehr Wachstum"," ","126"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen"," ","129"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen","1. Inflationsentwicklung und Energiepreise","129"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen","2. Negative Zinsen und die Ausweitung der EZB-Bilanz","131"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen","3. Auswirkungen","135"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen","4. Einordnung und Risiken der Geldpolitik","141"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","II. Von fallenden Energiepreisen zu umfangreichen Staatsanleihekäufen","5. Zwischenfazit","145"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","III. Realzins und Stagnationsthese"," ","146"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","III. Realzins und Stagnationsthese","1. Negative Realzinsen gab es schon öfter","146"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","III. Realzins und Stagnationsthese","2. Gleichgewichtszins und säkulare Stagnation","147"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","III. Realzins und Stagnationsthese","3. Empirische Evidenz zum Gleichgewichtszins","149"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","IV. Reformen und Konsolidierung nicht aufschieben"," ","153"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","IV. Reformen und Konsolidierung nicht aufschieben","1. Heterogenität im Euro-Raum spricht für Reformen","153"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","IV. Reformen und Konsolidierung nicht aufschieben","2. Erneute Rufe nach Konjunkturpaketen","157"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","IV. Reformen und Konsolidierung nicht aufschieben","3. Zinsuntergrenze kein Grund für Reformaufschub","159"
"Viertes Kapitel Euro-Raum: Anleihekäufe verlangsamen, Reformen beschleunigen","V. Fazit"," ","161"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion"," "," ","178"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen"," ","180"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen","1. Folgen der Niedrigzinsen für Banken und Versicherer","180"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen","2. Vermögenspreise: Hinweise auf Blasenbildung?","185"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen","3. Risiken für die Finanzstabilität","189"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen","4. Regulatorische Antworten auf die Niedrigzinsphase","195"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","I. Stabilitätsrisiken durch Niedrigzinsen","5. Fazit","200"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden"," ","201"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden","1. Ziele der Europäischen Kapitalmarktunion","202"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden","2. Diversifikation der Finanzierungsquellen sinnvoll","204"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden","3. Nachhaltige finanzielle Integration wünschenswert","208"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden","4. Schuldenüberhang hemmt Investitionen","210"
"Fünftes Kapitel Risiken durch Niedrigzinsen, Chancen durch die Kapitalmarktunion","II. Europäische Kapitalmarktunion: Finanzierungshürden überwinden","5. Fazit","212"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen"," "," ","226"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage"," ","228"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage","1. Sichere Beschäftigung, verfestigte Arbeitslosigkeit","228"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage","2. Stabile Verteilungsergebnisse","231"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage"," Die Wachstumswirkungen von Ungleichheit","236"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage","3. Eine ganzheitliche Perspektive","239"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","I. Eine gute Ausgangslage","4. Zwischenfazit","240"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen"," ","241"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen","1. Die Integration von Flüchtlingen","241"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen"," Verhaltene Arbeitsmarktaussichten für Flüchtlinge","243"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen"," Szenarien zur Arbeitsmarktintegration von Flüchtlingen","245"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen","2. Erste Erfahrungen mit dem Mindestlohn","249"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen"," Möglichkeiten und Grenzen der Evaluation","252"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen","3. Innovative Arbeitswelten","256"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","II. Neue Herausforderungen","4. Zwischenfazit","258"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","III. Wirtschaftspolitische Optionen"," ","259"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","III. Wirtschaftspolitische Optionen","1. Chancengerechtigkeit in den Mittelpunkt rücken","259"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","III. Wirtschaftspolitische Optionen","2. Anpassungen am Arbeitsmarkt","262"
"Sechstes Kapitel Arbeitsmarkt- und Sozialpolitik vor neuen Heraus-forderungen","III. Wirtschaftspolitische Optionen","3. Wohlstand und Fortschritt erfassen","265"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen"," "," ","282"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","I. Trends in der Arbeitsproduktivität"," ","284"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","I. Trends in der Arbeitsproduktivität","1. Gesamtwirtschaftliche Bestandsaufnahme","285"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","I. Trends in der Arbeitsproduktivität","2. Outsourcing im Verarbeitenden Gewerbe zu Ende?","291"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","I. Trends in der Arbeitsproduktivität","3. Wettbewerbshemmnisse bei den Dienstleistungen","298"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","I. Trends in der Arbeitsproduktivität","4. Zwischenfazit","303"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","II. Produktivität und Investitionen"," ","303"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","II. Produktivität und Investitionen","1. Diskussionen über Symptome","303"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","II. Produktivität und Investitionen","2. Wechselbeziehung von Investitionen und Produktivität","306"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","II. Produktivität und Investitionen","3. Zwischenfazit","307"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","III. Digitalisierung und Produktivität"," ","308"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","III. Digitalisierung und Produktivität","1. Einfluss auf die Gesamtwirtschaft","308"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","III. Digitalisierung und Produktivität","2. Industrie 4.0 als die vierte industrielle Revolution?","311"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","III. Digitalisierung und Produktivität","3. Rolle der Wirtschaftspolitik","313"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","IV. Innovationsaktivität Deutschlands"," ","315"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","IV. Innovationsaktivität Deutschlands","1. Einschätzung der Innovationstätigkeit","315"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","IV. Innovationsaktivität Deutschlands","2. Herausforderungen des demografischen Wandels","316"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","IV. Innovationsaktivität Deutschlands","3. Junge Unternehmen und Gründungsfinanzierung","319"
"Siebtes Kapitel Produktivität: An den Ursachen ansetzen","V. Fazit"," ","322"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum"," "," ","336"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","I. Fiskalische Freiräume sinnvoll nutzen"," ","338"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig"," ","339"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig","1. Verzerrungen bei Investitionsentscheidungen","339"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig","2. Konzepte für einen Abbau der Verzerrungen","340"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig"," Die Zinsbereinigung des Grundkapitals","343"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig"," Keine guten Alternativen zur Zinsbereinigung","346"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","II. Effizienzerhöhung möglich und nötig"," Handlungsbedarf trotz Niedrigzinsphase","346"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland"," ","347"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland","1. Überblick","347"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland","2. Einkommen- und Gewinnsteuern","348"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland"," Arbeitnehmer","348"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland"," Veräußerungsgewinne von Privatpersonen","351"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland"," Kapitalgesellschaften und ihre Anteilseigner","351"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland"," Personengesellschaften","354"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","III. Steuerreformen in Deutschland","3. Erbschaftsteuer und andere Vermögensteuern","355"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," ","357"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen","1. Positive Effekte der Reformen","357"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," Effektivbelastung ist gesunken","357"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," Positive Anreizwirkungen und Einnahmeentwicklung","359"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," Wachstums- und Wohlfahrtseffekte","361"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen","2. Negative Effekte der Reformen","362"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," Fehlende Finanzierungsneutralität hemmt Investitionen","362"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","IV. Auswirkungen der Steuerreformen"," Fehlende Rechtsformneutralität","366"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","V. Wirtschaftspolitisches Fazit"," ","368"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","V. Wirtschaftspolitisches Fazit","1. Unternehmensteuern","368"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","V. Wirtschaftspolitisches Fazit","2. Keine Erhöhung der Einkommensteuer","370"
"Achtes Kapitel Öffentliche Finanzen: Fehlende Neutralität im Steuersystem hemmt Investitionen und Wachstum","V. Wirtschaftspolitisches Fazit","3. Erbschaftsteuer und andere Vermögensteuern","373"

