"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Erstes Kapitel: Die wirtschaftliche Lage","VII. Der Arbeitsmarkt: Keine durchgreifende Besserung, übermäßige Tarif-lohnerhöhungen","Arbeitsmarktförderung in den neuen Bundesländern: Eine Be-standsaufnahme","118"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes"," ","121"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Zentralbankgeldmenge leicht oberhalb des Zielpfades","122"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Steuerungsgröße der Bundesbank unterhalb des Zielkorridors","125"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Zinssenkungsprozeß verlangsamt","129"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Niedrigeres Zinsniveau am Kapitalmarkt","131"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Zeitweise starke Aufwertung der D-Mark","131"
"Erstes Kapitel: Die wirtschaftliche Lage","VIII. Monetäre Entwicklung: Kein geldpolitischer Aktionismus trotz verän-derten Umfeldes","Fortschritte auf dem Weg in die Währungsunion?","133"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung"," ","138"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Kein Konsolidierungserfolg","139"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Ende der vereinigungsbedingten Sonderregelungen","142"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Divergierende Entwicklungen in den Haushalten der Gebietskör-perschaften","145"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Trotz Steuererhöhungen nur verlangsamter Anstieg der Steuerein-nahmen","147"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Sozialversicherung: Die Gesetzliche Krankenversicherung erneut in Schwierigkeiten","149"
"Erstes Kapitel: Die wirtschaftliche Lage","IX. Öffentliche Finanzen: Kein Konsolidierungsfortschritt trotz steigender Steuerbelastung","Öffentliche Leistungen für die neuen Länder: Eine Zwischenbilanz","150"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1996"," "," ","158"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1996","I. Ausgangslage und Annahmen"," ","158"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1996","II. Das weltwirtschaftliche Umfeld"," ","159"
"Zweites Kapitel: Zur voraussichtlichen Entwicklung im Jahre 1996","III. Die konjunkturelle Entwicklung in Deutschland"," ","161"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik"," "," ","172"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","I. Standortwettbewerb: Der Herausforderung rechtzeitig begegnen"," ","172"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","II. Zielverfehlungen: Ursachen und Konsequenzen"," ","173"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","II. Zielverfehlungen: Ursachen und Konsequenzen","Schwächen im Wachstumsprozess","174"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","II. Zielverfehlungen: Ursachen und Konsequenzen","Beschäftigungsstand: Nach wie vor die gravierendste Zielverfehlung","175"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","II. Zielverfehlungen: Ursachen und Konsequenzen","Erfolgreiche Stabilitätspolitik: Das Erreichte bewahren","176"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","II. Zielverfehlungen: Ursachen und Konsequenzen","Außenwirtschaft: Belastung durch reale Aufwertung","176"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","III. Besinnung auf die ordnungspolitischen Aufgaben: Fundamentale Kor-rekturen statt punktueller Symptomtherapie"," ","177"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","III. Besinnung auf die ordnungspolitischen Aufgaben: Fundamentale Kor-rekturen statt punktueller Symptomtherapie","Falsche Weichenstellungen auf dem Arbeitsmarkt","178"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","III. Besinnung auf die ordnungspolitischen Aufgaben: Fundamentale Kor-rekturen statt punktueller Symptomtherapie","Staatsfinanzen: Haushaltskonsolidierung und Senkung der Abgabenlast","180"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","III. Besinnung auf die ordnungspolitischen Aufgaben: Fundamentale Kor-rekturen statt punktueller Symptomtherapie","Rahmenbedingungen für Innovationen","181"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","III. Besinnung auf die ordnungspolitischen Aufgaben: Fundamentale Kor-rekturen statt punktueller Symptomtherapie","Ein Ordnungsrahmen für Europa: Stabiles Geld, offene Märkte","183"
"Drittes Kapitel: Grundlinien der Wirtschaftspolitik","IV. Fortschritte in den neuen Bundesländern - Bewährungsprobe ist noch zu bestehen"," ","185"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen"," "," ","191"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen"," ","191"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen","Schwierigkeiten mit der Konsolidierung","192"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen","Klarer Kurs in der Steuerpolitik","199"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen","Finanzpolitisches Handlungsprogramm","208"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen","Gemeindefinanzsystem reformieren","209"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","I. Finanzpolitik: Dauerhaft Handlungsspielräume gewinnen - verläss-liche Rahmenbedingungen für die Wirtschaft schaffen","Subventionierung des Steinkohlenbergbaus beenden","214"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig"," ","217"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Chancen für mehr Beschäftigung vertan","217"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Die Lohnfindung: Orientierungshilfen in einem schwierigeren Um-feld","219"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Arbeitszeitflexibilisierung verstärken","224"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Der Flächentarifvertrag: Überholungsbedürftig","226"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Lohnpolitik im europäischen Binnenmarkt: Zur Problematik des Entsendegesetzes","229"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","II. Lohnpolitik: Kurswechsel und institutionelle Reformen notwendig","Zur Reform des Arbeitsförderungsgesetzes","231"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","III. Geldpolitik: Die Stabilitätsfortschritte sichern"," ","233"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","III. Geldpolitik: Die Stabilitätsfortschritte sichern","Vorrang für Stetigkeit und Regelhaftigkeit","234"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","III. Geldpolitik: Die Stabilitätsfortschritte sichern","Geldmengensteuerung bei verändertem Umfeld","236"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","IV. Zur Diskussion um die internationale Währungspolitik"," ","239"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","IV. Zur Diskussion um die internationale Währungspolitik","Wechselkurszielzonen und Devisensteuern: Fragwürdig","240"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","IV. Zur Diskussion um die internationale Währungspolitik","Aktives Krisenmanagement und neue Sonderziehungsrechte: Problematisch","242"
"Viertes Kapitel: Zu den Politikbereichen im einzelnen","IV. Zur Diskussion um die internationale Währungspolitik","Konsequente Stabilitätspolitik: Unabdingbar","244"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten"," "," ","246"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten","Die Kriterien strikt und eng anwenden"," ","246"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten","Realwirtschaftliche Konvergenz und Transferbedarf in der Wäh-rungsunion"," ","252"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten","Ein haushaltspolitischer Pakt: Bindung für die Finanzpolitik"," ","253"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten","Zur Problematik einer kleinen Teilwährungsunion"," ","256"
"Fünftes Kapitel: Europa: An den Voraussetzungen für die monetäre Inte-gration arbeiten","Die Ausgestaltung der zweiten Stufe"," ","256"

