"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","II. Europäische Union: Mehr Schatten als Licht","Der Vertrag von Nizza","65"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung"," ","75"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","1. Geschwächte Binnennachfrage, verhaltene Exportzunahme","75"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Rückgang der Auftragseingänge und der Produktion","75"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Konsum stabil, aber schwächer als erwartet","80"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","2. Investitionsschwäche beeinträchtigt die Ausweitung des Angebotsspiel-raums","81"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Bauinvestitionen: Tiefpunkt erreicht?","82"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Ausrüstungsinvestitionen so schwach wie lange nicht mehr","83"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Außenhandel: Kein Einbruch, aber nachlassende Dynamik","87"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","3. Unerwartet hoher Preisniveauanstieg","90"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","4. Arbeitsmarkt: Konjunkturelle Belastungen – strukturelle Probleme","93"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Trendumkehr bei der Entwicklung der Erwerbstätigkeit","93"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Arbeitslosigkeit steigt wieder","96"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Eingliederungsprojekte im Niedriglohnbereich","98"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Fachkräftemangel: Wirkungen und Auswege","103"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Berufsausbildungsstellenmarkt weiterhin gespalten","106"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Neue arbeitsrechtliche Regelungen","106"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Moderate Tariflohnabschlüsse","113"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","5. Öffentliche Finanzen: Geprägt durch Steuerreform und Konjunktur-schwäche","118"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Steigende Defizitquote des Staates","118"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Steueraufkommen rückläufig","121"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Differenzierte Entwicklung bei Bund, Ländern und Gemeinden","123"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Steigende explizite Verschuldung","126"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Die Bundesländer vor einem Berg von Versorgungslasten","128"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","III. Deutschland: Starke konjunkturelle Abkühlung","Neuordnung der föderalen Finanzbeziehungen","132"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite"," ","143"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","1. Haushaltsentwicklung in der Sozialversicherung","143"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","2. Die Reform der Gesetzlichen Rentenversicherung","144"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Reformen im Umlagesystem: Die neue Rentenanpassungsformel","144"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Intergenerative Verteilungswirkungen der geänderten Rentenformel","146"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Staatlich geförderter Ausbau des kapitalgedeckten Systems","148"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Weitere Neuregelungen","154"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Exkurs: Lösungen und Scheinlösungen","159"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","3. Unbefriedigende Entwicklungen im Gesundheitswesen","162"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Risikostrukturausgleich: Bestehende Funktionsmängel und geplante Reformmaßnahmen","162"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","Geänderte Regeln bei der Kostensteuerung","167"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2001","IV. Soziale Sicherung: Reformfortschritte und Reformdefizite","4. Die Pflegeversicherungsurteile des Bundesverfassungsgerichtes","169"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2002: Zuver-sicht trotz Verunsicherung"," "," ","173"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2002: Zuver-sicht trotz Verunsicherung","I. Überblick"," ","173"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2002: Zuver-sicht trotz Verunsicherung","II. Die Basisprognose"," ","175"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2002: Zuver-sicht trotz Verunsicherung","III. Ein Alternativszenario"," ","183"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont"," "," ","185"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","I. Nach den Anschlägen vom September"," ","185"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","II. Schon zuvor bedenkliche Zielverfehlungen"," ","188"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","III. Verpasste Reformchancen"," ","190"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","IV. Den Weg nach vorn frei machen"," ","194"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","V. Außenwirtschaftlich die Offenheit bewahren"," ","197"
"Viertes Kapitel: Grundlinien der Wirtschaftspolitik: Handeln mit wei-tem Zeithorizont","VI. Verlässlichkeit auch in der Zuwanderungspolitik"," ","200"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen"," "," ","202"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Europäische Geldpolitik: Die Geldwertstabilität muss den Vorrang haben"," ","202"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Europäische Geldpolitik: Die Geldwertstabilität muss den Vorrang haben","Mit klarem Kurs steuern","202"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Europäische Geldpolitik: Die Geldwertstabilität muss den Vorrang haben","Kommunikationspolitik: Glaubwürdigkeit zählt","205"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Europäische Geldpolitik: Die Geldwertstabilität muss den Vorrang haben","Die Zwei-Säulen-Strategie nachbessern","206"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Europäische Geldpolitik: Die Geldwertstabilität muss den Vorrang haben","Langfristig auf ein demographisch verändertes Umfeld einstellen","208"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Finanzpolitik: Durchwachsene Bilanz – unerledigte Aufgaben"," ","210"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Finanzpolitik: Durchwachsene Bilanz – unerledigte Aufgaben","Reform des Länderfinanzausgleichs: Vertane Chance","211"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Finanzpolitik: Durchwachsene Bilanz – unerledigte Aufgaben","Steuerpolitik: Den eingeschlagenen Weg fortsetzen","215"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Finanzpolitik: Durchwachsene Bilanz – unerledigte Aufgaben","Haushaltskonsolidierung fortsetzen, Nachhaltigkeit sichern","222"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Lohnpolitik und Arbeitsmarkt: Voraussetzungen für mehr Beschäftigung schaffen"," ","227"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Lohnpolitik und Arbeitsmarkt: Voraussetzungen für mehr Beschäftigung schaffen","Lohnabschlüsse moderat halten","227"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Lohnpolitik und Arbeitsmarkt: Voraussetzungen für mehr Beschäftigung schaffen","Flexibilisierung ausbauen","231"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Lohnpolitik und Arbeitsmarkt: Voraussetzungen für mehr Beschäftigung schaffen","Die Anreize zur Arbeitsaufnahme auf den Prüfstand","236"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Lohnpolitik und Arbeitsmarkt: Voraussetzungen für mehr Beschäftigung schaffen","Abweichende Meinungen","240"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Agrarpolitik: Handlungsbedarf vor allem auf europäischer Ebene"," ","244"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Agrarpolitik: Handlungsbedarf vor allem auf europäischer Ebene","EU-Agrarpolitik: Was bisher erreicht wurde","244"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Agrarpolitik: Handlungsbedarf vor allem auf europäischer Ebene","EU-Agrarpolitik: Was noch zu tun ist","245"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Agrarpolitik: Handlungsbedarf vor allem auf europäischer Ebene","Was bringt die Wende in der deutschen Agrarpolitik?","249"

