```csv
"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Kein Ende der Baukrise","102"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Kapitalbilanz wieder mit positivem Saldo","106"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Preisentwicklung: Kein Grund zur Besorgnis","107"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Exkurs: Niedriges Kreditwachstum in Deutschland – ein Risiko für den Aufschwung?","108"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","2. Arbeitsmarkt im Schatten der schwachen gesamtwirtschaftlichen Entwicklung","118"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Rückgang der Erwerbstätigkeit","118"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Anhaltender Anstieg der Arbeitslosigkeit","120"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Wiederum höherer Bundeszuschuss an die Bundesanstalt für Arbeit","124"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Lage auf dem Berufsausbildungsstellenmarkt wieder angespannter – weitere Programme für Jugendliche","124"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Keine durchgreifenden Arbeitsmarktreformen","124"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Tariflohnabschlüsse insgesamt nicht produktivitätsorientiert","128"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Exkurs: Auswirkungen von Streiks auf die gesamtwirtschaftliche Produktion","136"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","3. Öffentliche Finanzen: Prekäre Haushaltslage","138"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Defizitobergrenze durchbrochen","138"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Rückläufige Steuereinnahmen, aber Anstieg der Sozialbeiträge und der sozialen Leistungen","139"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Bund, Länder und Gemeinden: Verschärfung der Haushaltslage","145"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Steueraufkommen gezeichnet von der konjunkturellen Schwäche","147"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Verschuldung nach wie vor hoch","152"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","4. Soziale Sicherung: Fortbestehender Reformdruck","160"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Alterssicherung: Beitragssatzanstieg nicht gestoppt","161"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Gesundheitswesen: Warten auf die große Reform","163"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Exkurs: Beitragssatzanstieg in der Gesetzlichen Kranken-versicherung: Ausgabensteigerungen oder Erosion der Beitragsgrundlage?","163"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","5. Ostdeutschland: Stockender Aufholprozess","177"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Stagnierende Anpassung bei heterogener Entwicklung der Wirtschaftsbereiche","178"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Keine Besserung am Arbeitsmarkt","182"
"Zweites Kapitel: Die wirtschaftliche Lage im Jahre 2002","III. Deutschland: Labile Erholung","Die öffentlichen Finanzen in Ostdeutschland: Hohe Verschuldung, sinkende Investitionen","187"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung"," "," ","191"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","I. Überblick: Finanzmarktschwäche und weltpolitische Spannungen belasten"," ","191"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","II. Prognose: Verhaltener Aufschwung"," ","192"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","II. Prognose: Verhaltener Aufschwung","Das weltwirtschaftliche Umfeld","192"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","II. Prognose: Verhaltener Aufschwung","Die Entwicklung in Europa","196"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","II. Prognose: Verhaltener Aufschwung","Die wirtschaftlichen Aussichten für Deutschland","196"
"Drittes Kapitel: Die voraussichtliche Entwicklung im Jahre 2003: Besserung ohne Schwung","III. Prognoserisiken"," ","202"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung"," "," ","205"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","I. Der Blick zurück: Deutsche Wachstumsschwäche und ihre Ursachen"," ","205"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","I. Der Blick zurück: Deutsche Wachstumsschwäche und ihre Ursachen","Bestandsaufnahme: Schlusslicht Deutschland?","205"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","I. Der Blick zurück: Deutsche Wachstumsschwäche und ihre Ursachen","Determinanten des wirtschaftlichen Wachstums: Stilisierte Fakten","208"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","I. Der Blick zurück: Deutsche Wachstumsschwäche und ihre Ursachen","Ursachen der Wachstumsschwäche","210"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist"," ","216"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Arbeitsmarkt grundlegend reformieren","216"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Mehr Dynamik auf den Gütermärkten ermöglichen","217"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Beiträge zu den Sozialversicherungen reduzieren – Reformen im Gesundheitswesen entschlossen anpacken","223"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Öffentliche Haushalte auf Beschäftigungs- und Wachstumsziel ausrichten","226"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Ein Wachstumsprogramm für Ostdeutschland","231"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Föderalismus reformieren, Entscheidungsblockaden abbauen","234"
"Viertes Kapitel: Eine Politik für Wachstum und Beschäftigung","II. Der Blick nach vorn: Was jetzt zu tun ist","Anmerkungen zum wirtschaftspolitischen Teil der Koalitionsvereinbarung","235"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen"," "," ","241"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit"," ","241"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Komponente I: Die Nachfrage nach Arbeitskräften stärken","242"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Komponente II: Den Anspruchslohn senken – Den Übergang aus Arbeitslosigkeit und Sozialhilfe in die Beschäftigung neu gestalten","245"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Komponente III: Mehr Flexibilität herstellen","259"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Würdigung der Hartz-Vorschläge","265"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Nächste Tarifrunde – ein neuer Anfang für mehr Beschäftigung","269"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","I. Ein Programm gegen die Arbeitslosigkeit","Eine abweichende Meinung","270"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Gesundheitspolitik: Pragmatische Schritte und konzeptionelle Perspektiven"," ","272"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Gesundheitspolitik: Pragmatische Schritte und konzeptionelle Perspektiven","1. Ausgabenseitige Reformoptionen: Mehr Wettbewerb, höhere Eigenverantwortung, neue Leistungsabgrenzung","272"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","II. Gesundheitspolitik: Pragmatische Schritte und konzeptionelle Perspektiven","2. Einnahmeseitige Reformoptionen: Systemwechsel erstrebenswert","282"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Finanzpolitik in schweren Zeiten"," ","290"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Finanzpolitik in schweren Zeiten","Öffentliche Haushalte aus dem Ruder gelaufen","290"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","III. Finanzpolitik in schweren Zeiten","Steuerreformen bei engem finanziellen Handlungsspielraum","297"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Europäische Geldpolitik und internationale Finanzmärkte"," ","303"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Europäische Geldpolitik und internationale Finanzmärkte","Europäische Geldpolitik: Auf Stabilität setzen","303"
"Fünftes Kapitel: Die Politikbereiche im Einzelnen","IV. Europäische Geldpolitik und internationale Finanzmärkte","Internationale Finanzmärkte: Krisenanfälligkeit reduzieren","311"
```
