"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","I. Weltwirtschaft: Nach dem Absturz","Die Länder der Europäischen Union","41"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","II. Die deutsche Volkswirtschaft nach dem Wachstumseinbruch"," ","46"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","II. Die deutsche Volkswirtschaft nach dem Wachstumseinbruch","1. Auswirkungen der Krise auf das Produktionspotenzial","47"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","II. Die deutsche Volkswirtschaft nach dem Wachstumseinbruch","2. Zweitrundeneffekte auf dem Arbeitsmarkt und den Finanzmärkten","50"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","II. Die deutsche Volkswirtschaft nach dem Wachstumseinbruch","Problembereich Arbeitsmarkt","51"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","II. Die deutsche Volkswirtschaft nach dem Wachstumseinbruch","Problembereich Finanzsystem","52"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise"," ","58"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","1. Die Prognose im Überblick","58"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","2. Die Prognose im Einzelnen","60"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Außenwirtschaft: Erholung mit positiven Impulsen für Deutschland","60"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Ausrüstungsinvestitionen: Konsequenzen der massiven Kapazitäts-unterauslastung","62"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Bauinvestitionen","62"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Konsumausgaben","63"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Entstehungsseite: Industrieproduktion hat Talsohle durchschritten","66"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Preisniveauentwicklung: Stabilisierung bei niedrigen Teuerungsraten","66"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Arbeitsmarkt im Prognosezeitraum","66"
"ZWEITES KAPITEL Die wirtschaftliche Lage und Entwicklung in der Welt und in Deutschland","III. Der steinige Weg aus der Krise","Öffentliche Finanzen: Erheblicher Anstieg der Staatsverschuldung","69"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt"," "," ","73"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess"," ","74"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess","1. Die Phase der Krisenintervention: Öffentliche Defizite als Ausgleich für zunehmende private Geldvermögensbildung","76"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess","2. Ein Konsolidierungspakt für Europa","79"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess","Die Risiken einer unzureichenden fiskalpolitischen Konsolidierung","82"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess","Schwachpunkte des Europäischen Stabilitäts- und Wachstumspakts","84"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","I. Fiskalpolitik vor schwierigem Entzugsprozess","Ein temporäres Sicherheitspaket für den Stabilitäts- und Wachstumspakt","88"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar"," ","92"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","1. Ungewöhnliche Situation rechtfertigt unkonventionelle Geldpolitik","92"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Qualitative Easing: Massive Veränderungen der Bilanzstrukturen","94"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Quantitative Easing: Kann man über die Sättigungsmenge hinausgehen?","97"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","2. Risiken für die Geldwertstabilität sind beherrschbar","99"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Überschussliquidität könnte schnell wieder eingesammelt werden","100"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Hohe Unabhängigkeit der Notenbanken als Schutzschild","101"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Deflationsrisiken durch steigende Arbeitslosenquoten?","102"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","II. Ausstieg der Notenbanken aus unkonventioneller Politik technisch leicht realisierbar","Solide Finanzpolitik erleichtert Exit-Strategie der Geldpolitik","103"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","III. Risiken durch eine hohe Verschuldung mittel- und osteuropäischer Länder"," ","105"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","IV. Einen unkontrollierten Ausstieg aus dem US-Dollar vermeiden"," ","109"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","IV. Einen unkontrollierten Ausstieg aus dem US-Dollar vermeiden","1. Der US-Dollar ist nach wie vor die wichtigste Reservewährung","109"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","IV. Einen unkontrollierten Ausstieg aus dem US-Dollar vermeiden","2. Reservewährung: Fluch oder Segen?","111"
"DRITTES KAPITEL Makroökonomische Herausforderungen der Finanz- und Wirtschaftskrise für das nächste Jahrzehnt","IV. Einen unkontrollierten Ausstieg aus dem US-Dollar vermeiden","Ein kontrollierter Ausstieg aus dem US-Dollar","112"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen"," "," ","117"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","I. Ein Jahr Krise und Krisenmanagement"," ","118"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","I. Ein Jahr Krise und Krisenmanagement","1. Internationales Krisenmanagement: Entspannung, aber keine Normalisierung","119"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","I. Ein Jahr Krise und Krisenmanagement","2. Das Krisenmanagement in Deutschland","123"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","I. Ein Jahr Krise und Krisenmanagement","Zweckgesellschaftsmodell","125"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","I. Ein Jahr Krise und Krisenmanagement","Konsolidierungsbankmodell","128"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","II. Lehren aus der Krise und Handlungsbedarf"," ","130"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","II. Lehren aus der Krise und Handlungsbedarf","1. Verbleibende Herausforderungen zur Bewältigung der aktuellen Krise","130"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","II. Lehren aus der Krise und Handlungsbedarf","2. Leitlinien für einen Neuanfang","133"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken"," ","136"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken","1. Systemrisiken durch Finanzintermediäre","137"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken","Mengenregulierung: Nur eingeschränkt empfehlenswert","138"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken","Preisregulierung: Ein Vorschlag","139"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken","Messung systemischer Risiken","140"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","III. Ein Regulierungsregime zur Reduktion systemischer Risiken","2. Systemrisiken durch Produkte und Märkte","144"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen"," ","146"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","1. Grundsätzlicher Reformbedarf","146"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","2. Ein stilisiertes Eingriffs- und Restrukturierungsregime","148"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","Phase eins: Eingriffsmodalitäten bei beginnender Schieflage","149"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","Phase zwei: Kompetenzen bei einer Unterkapitalisierung","150"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","Phase drei: Abwicklungs- oder Sanierungslösungen","151"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","IV. Ein Regime zum Umgang mit Schieflagen","3. Umgang mit Schieflagen von grenzüberschreitend tätigen Finanzinstituten","152"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","V. Krisenprävention: Widerstandsfähigkeit erhöhen und Prozyklizität mindern"," ","155"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","VI. Aufsichtskompetenzen neu ausrichten"," ","160"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","VI. Aufsichtskompetenzen neu ausrichten","1. Nationale Aufsichtsreformen: Fortschritte und verbleibende Defizite","160"
"VIERTES KAPITEL Finanzsystem am Tropf: Vor schwierigen Entzugsprozessen","VI. Aufsichtskompetenzen neu ausrichten","2. Internationale Aufsichtsreformen: Verpasste Chance","161"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung"," "," ","165"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","I. Finanzpolitik in der Wirtschaftskrise: Insgesamt angemessen"," ","166"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","I. Finanzpolitik in der Wirtschaftskrise: Insgesamt angemessen","1. Was bislang getan wurde","166"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","I. Finanzpolitik in der Wirtschaftskrise: Insgesamt angemessen","2. Multiplikatorwirkungen der Konjunkturpakete","169"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“"," ","174"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","1. Die aktuelle Lage: Öffentliche Haushalte im Jahr 2009","175"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","Entwicklung der staatlichen Einnahmen und Ausgaben","176"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","Finanzpolitische Kennziffern","177"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","2. Die längerfristige Perspektive: Erheblicher Konsolidierungsbedarf","179"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","Haushaltskonsolidierung: Strukturelle Finanzierungsdefizite reduzieren","179"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","3. Konsolidierungsstrategien: Harte Einschnitte statt Tagträumereien","185"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","Tagträumereien: Konsolidierung durch Wachstum und Steuersenkungen","185"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","II. Konsolidierung der öffentlichen Haushalte: Zurück auf „Los“","Konsolidierung über die Ausgabenseite oder die Einnahmeseite","186"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","III. Steuerpolitik in der neuen Legislaturperiode: Begrenzter Handlungsspielraum"," ","190"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","III. Steuerpolitik in der neuen Legislaturperiode: Begrenzter Handlungsspielraum","1. Erbschaftsteuer: Reform der Reform in Angriff nehmen","191"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","III. Steuerpolitik in der neuen Legislaturperiode: Begrenzter Handlungsspielraum","2. Unternehmensbesteuerung: Auf dem richtigen Weg","192"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","III. Steuerpolitik in der neuen Legislaturperiode: Begrenzter Handlungsspielraum","3. Einkommensteuer und Umsatzsteuer: Als Folge der Finanzkrise kleine Brötchen backen","196"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf"," ","198"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","1. Gesetzliche Rentenversicherung: Finanzielle Nachhaltigkeit weiter beschädigt","198"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Die finanzielle Lage","199"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Trotz Krise höchste Rentenanpassung seit Jahren","199"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Die Rentengarantie als Folge der Finanz- und Wirtschaftskrise","200"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","2. Gesundheitspolitik: Start des Gesundheitsfonds − vor der nächsten Reform","201"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Finanzsituation","202"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Weiterhin Handlungsbedarf auf der Einnahmeseite","202"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","... und der Ausgabenseite","203"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","3. Soziale Pflegeversicherung: Generationengerechtigkeit herstellen","204"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","4. Arbeitslosenversicherung: Von der Krise schwer getroffen","205"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Finanzielle Lage","206"
"FÜNFTES KAPITEL Finanzpolitik und Soziale Sicherung: Vorrang für die Haushaltskonsolidierung","IV. Soziale Sicherung: Weiterhin Handlungsbedarf","Ein nachhaltiger Beitragssatz","207"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen"," "," ","211"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten"," ","212"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","1. Die Rolle der Industriepolitik in Rezessionen","212"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","Wettbewerbspolitik: Der Staat muss Unparteiischer bleiben","212"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","Es gibt keine harmlosen Eingriffe","216"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","2. Rettungsmaßnahmen in der aktuellen Wirtschaftskrise","218"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","Zeitweise veränderte Rahmenbedingungen","218"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","I. Industriepolitische Rettungsmaßnahmen: Licht und Schatten","Gezielte Eingriffe auf Branchen- und Unternehmensebene","222"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept"," ","226"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","1. Flankierende Industriepolitik statt Anmaßung von Wissen","227"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","Wettbewerbspolitik als industriepolitische Daueraufgabe","227"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","Möglichkeiten und Grenzen einer vertikalen Industriepolitik","231"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","2. Energiepolitik: Vorrang für marktwirtschaftliche Instrumente","234"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","Sockelbergbau: Kein geeigneter Beitrag zur Versorgungssicherheit","235"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","II. Vertikale Industriepolitik: Kein taugliches Rezept","Den Ausbau erneuerbarer Energien intelligenter gestalten","238"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum"," ","240"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","1. Eckpfeiler moderner Innovationspolitik","241"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","Innovationspolitische Strategien: Prinzipien","241"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","Mobilisierung durch konkrete Zielvorgaben","244"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","2. Umsetzung in der Praxis","247"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","Handlungsfelder: Vorrang für Eigeninitiative und Wettbewerb","247"
"SECHSTES KAPITEL Industriepolitik: Marktprozesse wirken lassen und Innovationen ermöglichen","III. Innovationspolitik: Wege zum Wachstum","Steuerung als lernendes System","251"
"SIEBENTES KAPITEL Arbeitsmarkt: Den Blick nach vorne richten − eine Bildungsoffensive starten"," "," ","257"
"SIEBENTES KAPITEL Arbeitsmarkt: Den Blick nach vorne richten − eine Bildungsoffensive starten","I. Der Arbeitsmarkt im Sog der schweren Rezession"," ","258"
"SIEBENTES KAPITEL Arbeitsmarkt: Den Blick nach vorne richten − eine Bildungsoffensive starten","I. Der Arbeitsmarkt im Sog der schweren Rezession","1. Verzögertes Durchschlagen der Rezession auf den Arbeitsmarkt","258"
"SIEBENTES KAPITEL Arbeitsmarkt: Den Blick nach vorne richten − eine Bildungsoffensive starten","I. Der Arbeitsmarkt im Sog der schweren Rezession","2. Bewegungsvorgänge und Problemgruppen auf dem Arbeitsmarkt","266"
"SIEBENTES KAPITEL Arbeitsmarkt: Den Blick nach vorne richten − eine Bildungsoffensive starten","II. Wirtschaftspolitische Herausforderungen im Zuge des Abschwungs"," ","272"
