"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","I. Die Lage im Jahr 2005: Umfassende Belebung steht weiterhin aus","Rückgang der verdeckten Arbeitslosigkeit setzt sich fort","127"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","I. Die Lage im Jahr 2005: Umfassende Belebung steht weiterhin aus","4. Tarifpolitik und Lohnentwicklung: Fortsetzung eines moderaten Kurses","129"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","I. Die Lage im Jahr 2005: Umfassende Belebung steht weiterhin aus","Ausgewählte Aspekte der Tarifrunde 2005","131"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","II. Charakteristika der Arbeitslosigkeit in Deutschland"," ","132"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","II. Charakteristika der Arbeitslosigkeit in Deutschland","1. Stufenweiser Anstieg der Arbeitslosigkeit","132"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","II. Charakteristika der Arbeitslosigkeit in Deutschland","2. Struktur und Dynamik","134"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","II. Charakteristika der Arbeitslosigkeit in Deutschland","Exkurs: Beschäftigungsschwellen in Deutschland","141"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Arbeitslosigkeit im OECD-Raum: War früher alles viel besser?"," ","145"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Arbeitslosigkeit im OECD-Raum: War früher alles viel besser?","Drei Phasen der Arbeitslosigkeit","145"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Arbeitslosigkeit im OECD-Raum: War früher alles viel besser?","Die goldenen sechziger Jahre auf dem Arbeitsmarkt","145"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Arbeitslosigkeit im OECD-Raum: War früher alles viel besser?","Das Zeitalter der zunehmenden Arbeitslosigkeit","146"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Arbeitslosigkeit im OECD-Raum: War früher alles viel besser?","Die Phase der divergierenden Entwicklung","147"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit"," ","149"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","1. Kernproblem: Verfestigte Arbeitslosigkeit","149"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","2. Ansatzpunkte für die Wirtschaftspolitik","157"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Arbeitsnachfrage","158"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Lohnsetzungsverhalten","161"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Arbeitsangebot","166"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","3. Bedeutung der Arbeitsmarktinstitutionen: Empirie","167"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Interaktion von makroökonomischen Schocks und\nArbeitsmarktinstitutionen","167"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Veränderungen von Arbeitsmarktinstitutionen","169"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Ergebnisse internationaler Panelstudien der Arbeitslosigkeit","171"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","III. Ursachen der Arbeitslosigkeit","Exkurs: Von Schlusslichtern zu Beschäftigungswundern - die\nNiederlande und das Vereinigte Königreich","173"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung"," ","178"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","1. Zentrale Herausforderungen","178"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Den Arbeitsmarkt für Geringqualifizierte weiter öffnen","179"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Sperrklinken beseitigen und Langzeitarbeitslosigkeit vorbeugen","180"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Reformen am Arbeitsmarkt: Beharrliches Bohren dicker Bretter","182"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","2. Lohnersatzleistungen und aktive Arbeitsmarktpolitik","183"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Arbeitslosengeld","183"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was getan wurde","183"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was getan werden muss","183"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Arbeitslosengeld II","184"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was bisher getan wurde","184"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was zu tun ist","186"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Arbeitsmarktpolitik","188"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Berufliche Weiterbildung und Arbeitsbeschaffungsmaßnahmen","188"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was bisher getan wurde","188"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was noch zu tun ist","188"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Förderung regulärer Beschäftigung","189"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was getan wurde","189"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","IV. Wege zu mehr Beschäftigung","Was zu tun ist","189"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Geringfügige Beschäftigung"," ","190"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Geringfügige Beschäftigung","Was getan wurde","190"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Geringfügige Beschäftigung","Was zu tun ist","191"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Leiharbeit"," ","191"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Leiharbeit","Was getan wurde","191"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","Leiharbeit","Was zu tun ist","192"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht"," ","192"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Lohnfindung","193"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Rolle des Flächentarifvertrags","193"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Beurteilung der Lohnentwicklung","194"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Was getan wurde","196"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Was zu tun ist","197"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Was nicht getan werden sollte: Lohnsubventionen und gesetzliche\nMindestlöhne","198"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Arbeitsrecht","202"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Was getan wurde","202"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","3. Lohnfindung und Arbeitsrecht","Was zu tun ist","203"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","4. Kündigungsschutz"," ","204"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","4. Kündigungsschutz","Was bisher getan wurde","204"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","4. Kündigungsschutz","Was zu tun ist","204"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","5. Steuern und Abgaben"," ","207"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","V. Was zu tun ist - ein beschäftigungspolitisches Pflichtenheft"," ","207"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","VI. Eine andere Meinung"," ","209"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","VI. Eine andere Meinung","1. Ein Reformparadox","210"
"Drittes Kapitel Arbeitsmarkt: Den Reformkurs fortsetzen","VI. Eine andere Meinung","2. Alternative Strategien für mehr Wachstum und Beschäftigung","219"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten"," "," ","234"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise"," ","236"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","1. Gesamtstaatliches Defizit im Jahr 2005 fast unverändert","236"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","Entwicklung der staatlichen Einnahmen","237"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","Entwicklung der staatlichen Ausgaben","239"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","2. Strukturelle Haushaltsschwierigkeiten unverändert gravierend","243"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","3. Haushalte der Gebietskörperschaften und der Sozialversicherung:\nHaushaltsprobleme auf allen Ebenen","244"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","I. Öffentliche Haushalte in der Krise","Exkurs: Hartz IV - Ein „Milliardengrab“?","245"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","Einnahmen und Ausgaben des Bundes"," ","250"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","Einnahmen und Ausgaben der Länder, der Gemeinden und der\nSozialversicherung"," ","252"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","Kassenmäßiges Steueraufkommen: Trotz Tarifsenkung wieder\nleichter Anstieg"," ","253"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","Kassenmäßiges Steueraufkommen: Trotz Tarifsenkung wieder\nleichter Anstieg","Exkurs: Kennziffern der Einkommensteuertarife 2000 und 2005","258"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen"," ","262"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","1. Noch einmal: Es kommt auf die Unternehmensbesteuerung an!","263"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Ziele und Nebenbedingungen einer Reform der Unternehmens-\nbesteuerung","263"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Vorschläge zur Reform der Einkommens- und Unternehmens-\nbesteuerung","269"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Das Konzept einer flat tax","270"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Das Konzept der Stiftung Marktwirtschaft","274"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Die Duale Einkommensteuer des Sachverständigenrates","275"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Ein Vergleich der Steuerreformkonzepte des Sachverständigenrates\nund der Stiftung Marktwirtschaft","283"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","2. Gesetzentwürfe zur Reform der Erbschaftsteuer verfehlt","288"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Erbschaftsteuerliche Begünstigung des Betriebsvermögens im\ngeltenden Recht","289"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","Begünstigung von produktivem Betriebsvermögen in den\nGesetzentwürfen","290"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","II. Steuerpolitik: Das Richtige tun, das Falsche unterlassen","3. Fazit","296"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln"," ","296"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","1. Tragfähigkeit der öffentlichen Finanzen sichern","296"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","2. Langfristige Haushaltskonsolidierung: Versorgungsnachhaltigkeitsgesetz\nverabschieden","299"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","3. Mittelfristige Haushaltskonsolidierung: Umsatzsteuerbetrug bekämpfen","305"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","4. Kurzfristige Haushaltskonsolidierung: Steuervergünstigungen abbauen,\nFinanzhilfen zurückführen","310"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","Anhebung des ermäßigten Umsatzsteuersatzes","312"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","Haushaltskonsolidierung durch Subventionsabbau","314"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","III. Haushaltskonsolidierung: langfristig planen, kurzfristig handeln","Fazit","319"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","IV. Artikel 115 Grundgesetz einhalten"," ","320"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","IV. Artikel 115 Grundgesetz einhalten","1. Das Teilziel eines stetigen Wirtschaftswachstums","324"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","IV. Artikel 115 Grundgesetz einhalten","2. Das Teilziel eines hohen Beschäftigungsstands","325"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","IV. Artikel 115 Grundgesetz einhalten","3. Vorziehen der Steuerreform","327"
"Viertes Kapitel Finanzpolitik in schwierigen Zeiten","IV. Artikel 115 Grundgesetz einhalten","4. Fazit","328"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung"," "," ","330"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","I. Die finanzielle Lage in den Systemen der sozialen Sicherung im Jahr 2005"," ","333"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","I. Die finanzielle Lage in den Systemen der sozialen Sicherung im Jahr 2005","1. Gesetzliche Rentenversicherung: Rückgang des Beitragsaufkommens","333"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","I. Die finanzielle Lage in den Systemen der sozialen Sicherung im Jahr 2005","2. Gesetzliche Krankenversicherung: Ende der Atempause","338"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","I. Die finanzielle Lage in den Systemen der sozialen Sicherung im Jahr 2005","3. Soziale Pflegeversicherung: Grundlegende Probleme bestehen fort","342"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen"," ","342"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","1. Reduktion des Steuercharakters der Sozialversicherungsbeiträge durch\nUmfinanzierung versicherungsfremder Leistungen","342"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","2. Identifizierung und Quantifizierung von versicherungsfremden Elementen\nin den Sozialversicherungen","346"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Elemente in der Gesetzlichen\nKrankenversicherung","346"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Umverteilungsströme in der Gesetzlichen Krankenversicherung","347"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Umverteilung in der Gesetzlichen Kranken-\nversicherung","354"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Leistungen in der Gesetzlichen Kranken-\nversicherung","362"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Elemente in der Sozialen Pflegeversicherung","363"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Elemente in der Arbeitslosenversicherung","365"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Versicherungsfremde Elemente in der Gesetzlichen Rentenversicherung","370"
"Fünftes Kapitel Umfinanzierungsoptionen in der Sozialversicherung","II. Versicherungsfremde Elemente in den Sozialversicherungen","Gesamtvolumen der versicherungsfremden Elemente","376"
