"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","II. Reaktion der Zentralbanken","3. Grenzen des zentralbankpolitischen Krisenmanagements","142"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze"," ","144"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","1. Liquiditäts- und Solvenzprobleme als Ursachen einer systemischen Krise","144"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","2. Elemente staatlicher Rettungsprogramme","146"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Lockerung bilanzieller oder bankaufsichtsrechtlicher Vorgaben (Regulatory Forbearance)","147"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Übertragung problembehafteter Aktiva auf einen zentralen Fonds (Asset Management Company)","148"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Eigenkapitalzuführung durch den Staat","148"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Triage durch eine zentrale Institution","149"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","3. Staatliche Rettungsprogramme in der aktuellen Finanzkrise","152"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Die Abkehr von fallweisen Lösungen","152"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Das deutsche Rettungspaket","156"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Rekapitalisierung der Banken: Die Rolle des Staates","159"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Selektive staatliche Garantien für Bankverbindlichkeiten","162"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Der Ankauf risikobehafteter Wertpapiere durch den SoFFin","162"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","III. Systemische Bankenkrisen: Ursachen und Lösungsansätze","Eine vorläufige Bewertung","164"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention"," ","164"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","1. Nicht nur der Markt, auch der Staat hat versagt","164"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","2. Ansatzpunkte für eine stabilere globale Finanzmarktarchitektur","165"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Blinde Flecken bei der Aufsicht des Finanzsystems","167"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Zu geringe Risikopuffer und zunehmende Prozyklizität","168"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Ansätze für eine Reform der internationalen Finanzarchitektur","171"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","3. Institutionelle Reformen: Stärkung der internationalen Aufsicht","172"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Lösungsansätze auf der globalen Ebene","173"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Mögliche Funktionsbereiche einer internationalen Aufsicht","173"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Institutionelle Struktur","176"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Lösungsansätze auf der europäischen Ebene","177"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","4. Inhaltliche Reformen: Verringerung der Prozyklizität des Finanzsystems","179"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Eigenkapitalregulierung","179"
"DRITTES KAPITEL Finanzsystem auf der Intensivstation","IV. Von der Krisenbewältigung zur Krisenprävention","Geringere Prozyklizität durch eine am Vorsichtsprinzip orientierte Bilanzierung","183"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist"," "," ","193"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten"," ","194"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","1. Nahezu ausgeglichene öffentliche Haushalte trotz konjunktureller Abschwächung","194"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Entwicklung der staatlichen Ausgaben","195"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Entwicklung der staatlichen Einnahmen","197"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Kassenmäßiges Steueraufkommen","198"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Zur steuerlichen Behandlung von Fahrten zwischen Wohnung und Arbeitsstätte","202"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","2. Haushalte der Gebietskörperschaften und der Sozialversicherung: Defizite nur beim Bund","204"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Einnahmen und Ausgaben des Bundes","204"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","Einnahmen und Ausgaben der Länder, Gemeinden und Sozialversicherung","205"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","3. Finanzpolitik im Zeichen drohender Haushaltsrisiken","207"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","I. Öffentliche Haushalte: Finanzpolitik in unsicheren Zeiten","4. Föderalismuskommission II: Trübe Aussichten trotz überzeugender Konzepte","211"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","II. Reform der Erbschaftsteuer: Bedienung von Partikularinteressen"," ","215"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","II. Reform der Erbschaftsteuer: Bedienung von Partikularinteressen","1. Eine kurze Chronologie der Reformpläne","215"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","II. Reform der Erbschaftsteuer: Bedienung von Partikularinteressen","2. Erbschaftsteuerreform und Verschonungsabschläge: Rechtfertigungen, Missverständnisse, Fakten","219"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","II. Reform der Erbschaftsteuer: Bedienung von Partikularinteressen","3. Pro und Contra Erbschaftsbesteuerung","223"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","II. Reform der Erbschaftsteuer: Bedienung von Partikularinteressen","4. Fazit","227"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","III. Abgeltungsteuer: Nach der Reform ist vor der Reform"," ","228"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","III. Abgeltungsteuer: Nach der Reform ist vor der Reform","1. Abgeltungsteuer, Unternehmensbesteuerung und Steuervereinfachung","228"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","III. Abgeltungsteuer: Nach der Reform ist vor der Reform","2. Günstigerprüfung: Unsystematische Grenzbelastungen und ungünstige Ergebnisse","231"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","III. Abgeltungsteuer: Nach der Reform ist vor der Reform","3. Vermeidung der Abgeltungsteuer durch Teileinkünftebesteuerung","234"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","III. Abgeltungsteuer: Nach der Reform ist vor der Reform","4. Fazit","236"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?"," ","237"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","1. Finanzpolitik in längerfristiger Perspektive","238"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Was wird aus der Haushaltskonsolidierung?","238"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Sollten die gesamtwirtschaftliche Steuerquote und Abgabenquote reduziert werden?","240"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","2. Finanzpolitik in der kurzen Frist","243"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Vorteile einer Glättung von konjunkturellen Schwankungen","243"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Zur Wirksamkeit antizyklischer finanzpolitischer Maßnahmen","245"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Automatische Stabilisatoren","245"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Diskretionäre antizyklische Finanzpolitik","247"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","3. Konjunkturgerechte Wachstumspolitik: Der schwierige Spagat zwischen Haushaltskonsolidierung, Konjunkturstabilisierung und Wachstumspolitik","248"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Schwierigkeiten und Grundzüge einer konjunkturgerechten Wachstumspolitik","249"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Finanzpolitische Maßnahmen zur Stärkung des Potenzialwachstums","250"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Wachstumspolitik über einnahmeseitige Maßnahmen","251"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Wachstumspolitik über ausgabenseitige Maßnahmen","254"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Weitere wachstumspolitische Maßnahmen","256"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Maßnahmen für ein konjunkturgerechtes Wachstumspaket","256"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","Zum Maßnahmenpaket der Bundesregierung","257"
"VIERTES KAPITEL Finanzpolitik: Handlungsbedarf in der kurzen und langen Frist","IV. Haushaltskonsolidierung, Steuersenkungen, Konjunkturprogramme: Was tun?","4. Fazit","260"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen"," "," ","265"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt"," ","267"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","1. Erneut positive Beschäftigungsentwicklung","268"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","2. Rückgang der Arbeitslosigkeit setzt sich fort","271"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","Dauer und Betroffenheit von Arbeitslosigkeit im Jahr 2007","274"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","3. Grundsicherung für Arbeitsuchende: Hohe Hilfequote trotz Rückgangs der erwerbsfähigen Hilfebedürftigen","277"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","4. Langzeitarbeitslosigkeit: Anhaltendes Problem trotz deutlichen Rückgangs","278"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","5. Berufsausbildungsstellenmarkt: Stellenüberhang dank guter Konjunktur und demografischer Faktoren","281"
"FÜNFTES KAPITEL Arbeitsmarkt: Anhaltende Belebung – Ungleiche Verteilung der Chancen","I. Die Lage im Jahr 2008: Nochmals gute Nachrichten vom Arbeitsmarkt","6. Arbeitsmarktreformen oder zyklische Belebung: Eine aktualisierte Betrachtung","284"
