"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","II. EZB in der Zwickmühle","3. Wie hoch sind die Inflationsgefahren?","91"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","III. Fortschritte bei institutionellen Reformen"," ","96"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","III. Fortschritte bei institutionellen Reformen","1. Disziplinierung der Fiskalpolitik","96"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","III. Fortschritte bei institutionellen Reformen","2. Einrichtung eines Europäischen Stabilitätsmechanismus (ESM)","97"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","III. Fortschritte bei institutionellen Reformen","3. Weitere Reformen der wirtschaftspolitischen Steuerung","100"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion"," ","101"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","1. Probleme des Krisenmanagements","101"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","2. Langfristiger Ordnungsrahmen: Das Drei-Säulen-Modell desSachverständigenrates","102"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Die fiskalische Säule von „Maastricht 2.0“","104"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Säule für die Krisenbewältigung: Insolvenzordnung und ESM","107"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Maastricht 2.0 ist die Basis für eine Stabilitätsunion","108"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Eine andere Meinung","109"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","3. Brücken zum langfristigen Ordnungsrahmen","110"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Risiken einer dauerhaften Rettungsfunktion der EZB","110"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","IV. Vom Krisenmanagement zu einer stabilen Architektur für dieEuropäische Währungsunion","Der Schuldentilgungspakt","112"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union"," ","117"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","1. Überblick über die Reformen","117"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","2. Fiskalpolitik","121"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Korrektive Komponente des Stabilitäts- und Wachstumspakts","121"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Präventive Komponente des Stabilitäts- und Wachstumspakts","125"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Umsetzung von Fiskalregeln in nationales Recht","128"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Weitere Sanktionsmöglichkeiten","132"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Fazit und Bewertung","133"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","3. Makroökonomische Ungleichgewichte","135"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","Bewertung","140"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","4. Wachstum und Strukturreformen","141"
"ZWEITES KAPITELEuropäische Wirtschaftspolitik: Stabile Architektur für Europa","Anhang zum zweiten Kapitel: Institutionelle Änderungen im Euro-Raum und derEuropäischen Union","5. Koordinierung der Haushalts- und Wirtschaftspolitik","144"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion"," "," ","150"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","I. Analyse der aktuellen Entwicklungen im Bankensektor"," ","152"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","I. Analyse der aktuellen Entwicklungen im Bankensektor","1. Zunehmende Fragmentierung des Binnenmarkts","152"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","I. Analyse der aktuellen Entwicklungen im Bankensektor","2. Verstärkung von Strukturproblemen","154"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","I. Analyse der aktuellen Entwicklungen im Bankensektor","3. Leitlinien für das Krisenmanagement","157"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur"," ","160"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","1. Regulierung und Aufsicht von Banken","160"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Mikroprudenzielle Regulierung","161"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Makroprudenzielle Regulierung","163"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Fazit","164"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","2. Restrukturierungs- und Abwicklungsregime","165"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Prävention und Frühintervention","166"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Restrukturierungs- und Abwicklungsinstrumente","167"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Finanzierung von Restrukturierungs- und Abwicklungsmaßnahmen","168"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Internationale Koordination","169"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","II. Arbeiten an der europäischen Finanzmarktarchitektur","Fazit","169"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion"," ","171"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","1. Vorschläge für eine europäische Bankenunion","171"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","2. Argumente für eine europäische Bankenaufsicht","172"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","Risiken aus einer Einbeziehung der Notenbank in die Aufsicht","174"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","Wie weit sollte die europäische Aufsicht ausgedehnt werden?","176"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","3. Argumente für europäische Restrukturierungs- und Abwicklungskompetenzen","177"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","Finanzierung von Restrukturierung und Abwicklung","178"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","4. Voraussetzungen für die Einführung einer europäischen Einlagensicherung","180"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","III. Europäische Verantwortung im Rahmen einer Bankenunion","5. Notwendigkeit weitergehender Reformen","183"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates"," ","185"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates","1. Eckpunkte einer Bankenunion","186"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates","2. Dreistufiges Konzept für den Übergang in eine Bankenunion","188"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates","Phase 1: Schaffung des rechtlichen Rahmens und Aufbau derInstitutionen","189"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates","Phase 2: Qualifizierung der Banken","190"
"DRITTES KAPITELFinanzmärkte in Europa: Vom Binnenmarkt zur Bankenunion","IV. Zusammenfassender Vorschlag des Sachverständigenrates","Phase 3: Übergang zur vollumfänglichen Bankenunion","191"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung"," "," ","198"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte"," ","200"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","1. Entwicklung des öffentlichen Gesamthaushalts","200"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","Öffentlichen Haushalte im Jahr 2012","200"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","Analyse der Ausgabenentwicklung in den vergangenen Jahren","203"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","2. Die deutsche Schuldenregel und die Umsetzung des Fiskalvertrags","212"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","Haushalte des Bundes und der Länder im zulässigen Rahmen derSchuldenregel","212"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","Verabschiedung des Fiskalvertrags","214"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","I. Konsolidierung der öffentlichen Haushalte","3. Die Verschuldung der Kommunen","215"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen"," ","220"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","1. Unternehmensteuerreform 2008/09 und Einführung der Abgeltungsteuer","220"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","2. Folgen fehlender Finanzierungsneutralität","226"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","3. Duale Einkommensteuer mit einer „Zinsbereinigung des Grundkapitals“","229"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","Alternative Konzepte zur Erreichung von Finanzierungsneutralität","229"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","„Zinsbereinigung des Grundkapitals“ bei Kapitalgesellschaften","230"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","Weiterführender Regelungsbedarf bei der Besteuerung von Kapitalgesellschaften","235"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","Konsequenzen für die Besteuerung von Personenunternehmen undprivaten Kapitalerträgen","237"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","Steuermindereinnahmen","239"
"VIERTES KAPITELÖffentliche Finanzen: Reformbedarf bei der Unternehmensbesteuerung, mehrEhrgeiz bei der Konsolidierung","II. Duale Einkommensteuer zur Verbesserung der Eigenfinanzierung und Investitionstätigkeit inländischer Unternehmen","4. Eine andere Meinung","241"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen"," "," ","248"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","I. Ein Jahr Energiewende: Überschaubare Fortschritte"," ","250"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","I. Ein Jahr Energiewende: Überschaubare Fortschritte","1. Erzeugungsmix und Stromaußenhandel","251"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","I. Ein Jahr Energiewende: Überschaubare Fortschritte","2. Auswirkungen auf die Versorgungssicherheit","254"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","I. Ein Jahr Energiewende: Überschaubare Fortschritte","3. Auswirkungen auf die Strompreise","255"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","I. Ein Jahr Energiewende: Überschaubare Fortschritte","Fazit","261"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung"," ","261"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","1. Weichen beim Netzausbau sind gestellt","262"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","2. Bereitstellung gesicherter Erzeugungskapazitäten steht noch aus","264"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","3. Halbherzige Reformen bei der Förderung der erneuerbaren Energien","272"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","Mehrfache, aber halbherzige Novellierungen des EEG in den Jahren2009 bis 2011","274"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","Die erneute Änderung des EEG im Juni 2012","275"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","II. Bisherige Weichenstellungen und ihre Bewertung","Fazit","279"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","III. Bei der Energiewende mehr Marktwirtschaft wagen"," ","279"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","III. Bei der Energiewende mehr Marktwirtschaft wagen","1. Schwächen der aktuellen Förderung der erneuerbaren Energien","279"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","III. Bei der Energiewende mehr Marktwirtschaft wagen","2. Marktbasierte Mengensteuerung statt Einspeisevergütungen","282"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","III. Bei der Energiewende mehr Marktwirtschaft wagen","Fazit","291"
"FÜNFTES KAPITELEnergiepolitik: Bei der Energiewende mehr Marktwirtschaft wagen","III. Bei der Energiewende mehr Marktwirtschaft wagen","3. Eine andere Meinung","292"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen"," "," ","300"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","I. Zur Entwicklung der Beschäftigung in Deutschland: Stabilisierung aufhohem Niveau"," ","302"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","I. Zur Entwicklung der Beschäftigung in Deutschland: Stabilisierung aufhohem Niveau","1. Die aktuelle Arbeitsmarktsituation","302"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","I. Zur Entwicklung der Beschäftigung in Deutschland: Stabilisierung aufhohem Niveau","2. Die Entwicklung atypischer Beschäftigungsverhältnisse","313"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","I. Zur Entwicklung der Beschäftigung in Deutschland: Stabilisierung aufhohem Niveau","3. Reformen voranbringen, statt sie zu verwässern","317"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?"," ","319"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","1. Die gesamtwirtschaftliche Lohnquote: Verlauf, Bestimmungsgründe undAussagekraft","320"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","Höhe und Verlauf der Lohnquote","321"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","Bestimmungsgründe für das Verlaufsmuster der Lohnquote","324"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","Zwischenfazit","328"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","2. Von der Lohnquote zur personellen Einkommensverteilung","329"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","3. Lohnungleichheit: Zeitliche Entwicklung und Determinanten","332"
"SECHSTES KAPITELArbeitsmarkt: Erfolge sichern und ausbauen","II. Zur Einkommensungleichheit in Deutschland: An wen wurden die Einkommenszuwächse verteilt?","4. Fazit und Folgerungen für die Wirtschaftspolitik","338"
