"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"Zweites Kapitel\nInternationale Konjunktur: Euro-Raum verliert\nden Anschluss","III. Euro-Raum: Im Griff der Reformunwilligen"," Wettbewerbsfähigkeit","76"
"Zweites Kapitel\nInternationale Konjunktur: Euro-Raum verliert\nden Anschluss","III. Euro-Raum: Im Griff der Reformunwilligen"," Finanzierungsbedingungen","82"
"Zweites Kapitel\nInternationale Konjunktur: Euro-Raum verliert\nden Anschluss","III. Euro-Raum: Im Griff der Reformunwilligen","3. Keine Erholung in Sicht","83"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt"," "," ","88"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","I. Überblick"," ","90"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","I. Überblick","1. Zur wirtschaftlichen Lage in Deutschland","90"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","I. Überblick","2. Ausblick","94"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","I. Überblick","3. Rahmenbedingungen und Annahmen der Prognose","99"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen"," ","103"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","1. Außenhandel leicht aufwärts gerichtet","103"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","2. Investitionen: Ausrüstungen weiterhin schwach, Bau mit Substanz","105"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","3. Hoher Beschäftigungsstand stützt Konsum","106"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","4. Niedriger Preisanstieg","107"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","5. Arbeitsmarkt: Reformen dämpfen Beschäftigungswachstum","107"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","II. Die Entwicklung im Einzelnen","6. Öffentliche Finanzen: Ausgeglichene Haushalte","111"
"Drittes Kapitel\nDeutschland: Konjunktur kommt nicht in Fahrt","III. Das Produktionspotenzial"," ","114"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum"," "," ","124"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","I. Einleitung"," ","126"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","II. Anzeichen konvergierender Entwicklungen in den Mitgliedstaaten"," ","127"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","II. Anzeichen konvergierender Entwicklungen in den Mitgliedstaaten"," Zwischenfazit","130"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","III. Weitere Entspannung trotz OMT-Kritik des Bundesverfassungsgerichtes"," ","131"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","III. Weitere Entspannung trotz OMT-Kritik des Bundesverfassungsgerichtes"," Mögliche Entscheidungen des EuGH und Reaktionen des BVerfG","133"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","III. Weitere Entspannung trotz OMT-Kritik des Bundesverfassungsgerichtes"," Mögliche Gründe für den fortgesetzten Rückgang der Risikoaufschläge","134"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","III. Weitere Entspannung trotz OMT-Kritik des Bundesverfassungsgerichtes","Zwischenfazit","135"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB"," ","136"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB","1. Zinssenkungen und quantitative Lockerung","136"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB"," Negativer Einlagezins","137"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB"," Gezielte längerfristige Refinanzierungsgeschäfte (GLRG)","138"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB"," Aufkaufprogramme für Kreditverbriefungen (ABS), Pfandbriefe und Staats-anleihen","141"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB","2. Einordnung der Maßnahmen anhand geldpolitischer Regeln","143"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","IV. Massive geldpolitische Lockerung durch die EZB","3. Zwischenfazit","144"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung"," ","145"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung","1. Inflationsentwicklung und –prognosen","145"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung","2. Risiken längerfristig niedriger Inflationsraten","147"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung"," Deflationsrisiko","148"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung","3. Vorbeugende geldpolitische Lockerung","150"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","V. Risiken niedriger Inflation und vorbeugende geldpolitische\nLockerung","4. Zwischenfazit","153"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung"," ","153"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung","1. Geldpolitik, Kreditentwicklung und Vermögenspreise","153"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung","2. Mögliche Fehlentwicklungen: Vor der Krise und aktuell","156"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung"," Bankkredite und Vermögenspreise in Mitgliedstaaten des Euro-Raums","157"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung"," Gegenwärtige Risiken für längerfristige Fehlentwicklungen","160"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VI. Risiken für eine nachhaltige wirtschaftliche Entwicklung","3. Risiken für eine nachhaltige Wirtschaftspolitik","161"
"Viertes Kapitel\nStrukturelle Anpassung und geldpolitische Lockerung\nim Euro-Raum","VII. Fazit: Risikoabwägung spricht derzeit gegen weitere Lockerung"," ","163"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa"," "," ","168"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","I. Systemrisiken im Finanzsystem"," ","170"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","I. Systemrisiken im Finanzsystem","1. Die Lehren aus zwei Krisen","170"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","I. Systemrisiken im Finanzsystem","2. Implizite Garantien noch immer hoch","171"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","II. Erste Schritte in der Europäischen Bankenunion"," ","175"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","II. Erste Schritte in der Europäischen Bankenunion","1. Richtfest bei der Bankenunion","175"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","II. Erste Schritte in der Europäischen Bankenunion","2. Bankenprüfung: Geringer Kapitalbedarf, große Heterogenität","176"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","II. Erste Schritte in der Europäischen Bankenunion"," Ergebnisse der Bankenprüfung","178"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken"," ","180"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken","1. Das Zeitinkonsistenzproblem der Bankenrettung","181"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken","2. Governance zu komplex","182"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken","3. Für eine glaubwürdige Gläubigerbeteiligung","185"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken"," Gläubigerbeteiligung (Bail-in)","186"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken"," Der europäische Bankenabwicklungsfonds","189"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken"," Fiskalische Backstops","191"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken","4. Globale Bankenabwicklung derzeit kaum möglich","192"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","III. Abwicklung in der Bankenunion: Glaubwürdigkeit stärken","5. Fazit","193"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte"," ","194"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte","1. Systemstabilität als Regulierungsziel","195"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte","2. Aufsichtsstruktur: Effektiv trotz Schwächen?","197"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte"," Ausgestaltung der makroprudenziellen Aufsicht","197"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte"," Aktuelle Struktur der makroprudenziellen Aufsicht","199"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte","3. Instrumente: Feinsteuerung vermeiden","202"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte"," Instrumenteneinsatz","205"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte"," Bewertung","205"
"Fünftes Kapitel\nDer weite Weg zu mehr Finanzstabilität in Deutschland\nund Europa","IV. Makroprudenzielle Aufsicht: Aufbruch ins Unbekannte","4. Fazit","207"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht"," "," ","216"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","I. Die aktuelle Kontroverse"," ","218"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," ","221"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung","1. Stilisierte Fakten","221"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung","2. Konsolidierungsprozess der privaten Haushalte","224"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," Effekte der Demografie","225"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung","3. Unternehmenssektor: Höhere Ersparnis bei sinkender\nInvestitionsneigung","227"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," „Deleveraging“ des Unternehmenssektors","228"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," Investitionen der deutschen Unternehmen im Ausland","230"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung","4. Gibt es eine Investitionsschwäche in Deutschland?","231"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," Entwicklung der Ausrüstungsinvestitionen","232"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","II. Sicht der Finanzierungsrechnung"," Entwicklung der Bauinvestitionen","234"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz"," ","238"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz","1. Überblick","238"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz","2. Bestimmungsgründe des Außenhandels","240"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz"," Impulse durch die steigende Weltnachfrage","240"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz"," Preiselastizität und Wettbewerbsfähigkeit","240"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz"," Lohnmoderation und Konsumnachfrage","247"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","III. Die realwirtschaftliche Seite der deutschen Leistungsbilanz","3. Effekte der Fiskalpolitik","248"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","IV. Entwicklung des Auslandsvermögens"," ","250"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","IV. Entwicklung des Auslandsvermögens"," Sind deutsche Auslandsanlagen ein „schlechtes\nInvestment“?","252"
"Sechstes Kapitel\nLeistungsbilanz: Aktionismus nicht angebracht","V. Schlussfolgerungen und Ausblick"," ","254"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte"," "," ","270"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","I. Verteilung: Verzerrte Wahrnehmung"," ","272"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","I. Verteilung: Verzerrte Wahrnehmung","1. Verteilung der Haushalts- und Arbeitseinkommen","273"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","I. Verteilung: Verzerrte Wahrnehmung","2. Verteilung der Vermögen","279"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","I. Verteilung: Verzerrte Wahrnehmung","3. Wirtschaftspolitischer Handlungsbedarf","281"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen"," ","282"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen","1. Reformen des Arbeitsmarkts – ein wichtiger Erfolgsbaustein","282"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen","2. Die Gefahren regulatorischer Markteingriffe","285"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen"," Mindestlohn – Was nun?","286"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen"," Regulierung keinesfalls weiter ausbauen","289"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","II. Arbeitsmarkt: Auf Marktprozesse vertrauen","3. Eine zielführende Arbeitsmarktordnung","291"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen"," ","293"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen","1. Das Rentenpaket – Inhalt und Bewertung","294"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen","2. Aktualisierte Tragfähigkeitsberechnungen","298"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen"," Entwicklung demografiesensitiver Ausgabenbereiche","300"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen"," Berechnungen zur Tragfähigkeit der öffentlichen Finanzen","303"
"Siebtes Kapitel\nArbeit und Soziales: Neue Beschäftigungshürden\nund Verteilungskonflikte","III. Das Rentenpaket und die Tragfähigkeit der öffentlichen\nFinanzen","3. Wirtschaftspolitische Schlussfolgerungen","308"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität"," "," ","316"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," ","318"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung","1. Defizite des aktuellen Länderfinanzausgleichs","318"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Der steuerkraftbezogene Finanzausgleich","320"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Umverteilungsgrad und Anreizwirkungen","324"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung","2. Zur Reform des Länderfinanzausgleichs","328"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Reform des Ausgleichsmechanismus","329"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Berücksichtigung der Neuen Länder und der Stadtstaaten","332"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Reform der Steuerverteilung","333"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Übertragung weiterer Sozialleistungen an den Bund","335"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Kein Altschuldentilgungsfonds für die Länder","336"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung","3. Mehr Steuerautonomie für die Länder","337"
"Achtes Kapitel\nÖffentliche Finanzen: Effizienz durch Subsidiarität","I. Für eine aktivierende Finanzverfassung"," Einnahmeautonomie und Wettbewerb","340"
