"Überschrift Erste/Kapitelebene","Überschrift Zweite Ebene","Überschrift Dritte/Niedriger Ebene","Seitenzahl"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","I. Weltwirtschaft: Kräftige Expansion ungeachtet höherer Ölpreise und Zinsen","6. Deutlicher Zuwachs des Bruttoinlandsprodukts in den übrigen Staaten der\nEuropäischen Union","48"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten"," ","50"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","1. Konjunktur deutlich über Potentialwachstum","51"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","2. Sondereffekte überzeichnen Anstieg der Konsumausgaben","56"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","3. Investitionen im Aufwind","64"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","Aufschwung der Ausrüstungsinvestitionen hält an","64"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","Bauinvestitionen: Talsohle durchschritten","70"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","4. Außenwirtschaft: Unverändert Stütze der konjunkturellen Entwicklung","71"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","5. Preisniveauentwicklung: Unter dem Einfluss steigender Ölpreise","73"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","Exkurs: Auswirkungen des Ölpreisanstiegs auf Inflation und Konjunktur","77"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","Einfluss des Ölpreisanstiegs auf die deutschen Verbraucherpreise","79"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","II. Deutschland: Konjunktureller Aufschwung unter Einfluss von Sondereffekten","Aktualisierte Schätzungen zu Ölpreiswirkungen","82"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","III. Die voraussichtliche Entwicklung im Jahr 2007"," ","86"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","III. Die voraussichtliche Entwicklung im Jahr 2007","1. Leichte Abkühlung der Weltkonjunktur auf hohem Niveau","86"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","III. Die voraussichtliche Entwicklung im Jahr 2007","2. Deutschland: Robuster Zuwachs trotz Anhebung der Umsatzsteuer","91"
"ZWEITES KAPITEL\nDie wirtschaftliche Lage in der Welt und in Deutschland","III. Die voraussichtliche Entwicklung im Jahr 2007","Öffentliche Finanzen: Weitere Entspannung vor allem durch Steuerer-\nhöhungen","103"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab"," "," ","108"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","I. Historisch hohe globale Ungleichgewichte: Ein Anlass für erhöhte Wachsamkeit"," ","110"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","II. Der Befund: Gravierende Strom- und Bestandsprobleme in der Weltwirtschaft"," ","112"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","II. Der Befund: Gravierende Strom- und Bestandsprobleme in der Weltwirtschaft","1. Zunehmende und ungewöhnlich hohe Leistungsbilanzungleichgewichte","112"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","II. Der Befund: Gravierende Strom- und Bestandsprobleme in der Weltwirtschaft","2. Stark zunehmende Währungsreserven insbesondere der Schwellenländer","118"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte"," ","120"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","1. Das Leistungsbilanzdefizit der Vereinigten Staaten als globales Konjunktur-\nprogramm","122"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Das US-Leistungsbilanzdefizit aus der Sicht der Finanzierungsrechnung","122"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Das US-Leistungsbilanzdefizit aus der Sicht des Außenhandels","125"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Ein alternativer Erklärungsansatz","128"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","2. Die Wechselkurspolitik in Asien als zusätzlicher Verstärker der globalen\nDynamik","129"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Außenhandelsorientierte Wechselkurspolitik","130"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Stark gestiegener Leistungsbilanzüberschuss in China","133"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","3. Der Ölpreis als endogener Verstärker der globalen Ungleichgewichte","136"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Der Zusammenhang zwischen Ölpreisen und Leistungsbilanzen","137"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Recycling der Öleinnahmen","139"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Realwirtschaftliches Recycling","139"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","III. Die Ursachen der globalen Leistungsbilanzungleichgewichte","Finanzwirtschaftliches Recycling","143"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken"," ","145"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","1. Die Grenzen der Verschuldung in den Vereinigten Staaten","145"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","Wie tragfähig ist die Verschuldungssituation der US-amerikanischen\nVolkswirtschaft?","146"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","Ist die Nettoauslandsposition der Vereinigten Staaten ein Problem?","146"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","Ist das Leistungsbilanzdefizit auf Dauer durchzuhalten?","149"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","Verschuldung der privaten Haushalte stößt an Grenzen","150"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","IV. Anpassungsprozesse und ihre Risiken","2. Wie groß ist die Bereitschaft der asiatischen Staaten, den US-Dollar\nabwerten zu lassen?","154"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","V. Implikationen für Deutschland"," ","156"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","V. Implikationen für Deutschland","Begrenzte Risiken bei den Basisszenarien","157"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","V. Implikationen für Deutschland","Risikoszenario: starke Abwertung des US-Dollar","158"
"DRITTES KAPITEL\nGlobale Ungleichgewichte: Abbau zeichnet sich ab","V. Implikationen für Deutschland","Wie soll die Wirtschaftspolitik reagieren?","159"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten"," "," ","164"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein"," ","166"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein","1. Ölpreisbedingter Preisanstieg − gedämpft durch Euro-Aufwertung","167"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein","2. Hohes M3-Wachstum und leicht gestiegene Inflationserwartungen","172"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein","3. Expansive Wirkung der Geldpolitik lässt nach","174"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein","4. Finanzmärkte: Im Zeichen der Zinswende","181"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","I. Geldpolitische Rahmenbedingungen: Europäische Zentralbank schwenkt auf\nneutralen Kurs ein","Deutliche Verbesserung der Ertragslage der deutschen Banken","183"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?"," ","185"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","1. Geldpolitische Strategie und Transparenz","187"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","2. Merkmale der Strategie des Inflation Targeting und der Zwei-Säulen-\nStrategie der Europäischen Zentralbank","189"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","3. Sollte die Europäische Zentralbank zum Inflation Targeting übergehen?","191"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Sollte die Europäische Zentralbank ihre Kommunikation stärker auf In-\nflationsprognosen ausrichten?","192"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Sollte die Europäische Zentralbank die monetäre Analyse beibehalten?","194"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","4. Neujustierung statt Strategiewechsel","196"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","5. Fazit","198"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Exkurs: Zur Gefahr von Immobilienpreisblasen","199"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Aktuelle Entwicklungen auf dem europäischen Immobilienmarkt","200"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Preisblase am europäischen Immobilienmarkt?","204"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Makroökonomische Folgen des Platzens von Vermögenspreisblasen","205"
"VIERTES KAPITEL\nGeldpolitik: Kurs halten","II. Die geldpolitische Strategie der Europäischen Zentralbank: Besteht Revisions-\nbedarf?","Immobilienpreisblasen - eine Herausforderung für die Geldpolitik","206"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten"," "," ","210"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben"," ","213"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","1. Die finanzielle Lage der Gesetzlichen Krankenversicherung:\nNoch mit Überschuss","213"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","2. Gesundheitsreform 2006: Ein misslungener Kompromiss","216"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Der Gesundheitsfonds: eine Missgeburt","217"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Ausgestaltung des Gesundheitsfonds","217"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Wettbewerbsschädliche Wirkung des Gesundheitsfonds","219"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Beseitigung der Konstruktionsmängel des Gesundheitsfonds","223"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Bürgerpauschale als überzeugende Fortentwicklung des Gesundheits-\nfonds","226"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Ergänzende Steuerfinanzierung im Rahmen der Gesundheitsreform 2006","228"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Beitragssatzerhöhungen","230"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Reform des Risikostrukturausgleichs","230"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Konvergenzklausel","230"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Reform des Honorierungssystems für niedergelassene Ärzte","231"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Maßnahmen im Arzneimittelbereich","232"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Reformen der Organisationsstrukturen","233"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Sonstige Maßnahmen im Bereich der Gesetzlichen Kranken-\nversicherung","233"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Maßnahmen im Bereich der Privaten Krankenversicherung","234"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","I. Gesetzliche Krankenversicherung: Unzulängliche Vorhaben","Fazit","236"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt"," ","236"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","1. Die finanzielle Lage der Gesetzlichen Rentenversicherung: Vorübergehende\nEntlastung durch Sondereffekt","237"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Einnahmen: Sondereffekt durch Vorziehen des Zahlungstermins","237"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Ausgaben: Nullrunden und Mehrausgaben durch Schutzklausel","238"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","2. Anhebung des gesetzlichen Renteneintrittsalters auf 67 Jahre","241"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","3. Notwendige Nachjustierung: Beitragspflichtige Einkommen als relevante\nGröße in der Rentenanpassungsformel","253"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","4. Reform der Hinterbliebenenversorgung","254"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Derzeitige Regelungen im Bereich der Hinterbliebenenversorgung","255"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Hinterbliebenenrente als Fürsorgeleistung","258"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Hinterbliebenenrente als Versicherungsleistung","258"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Rentensplitting","258"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Evolution des derzeitigen Systems","260"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","5. Fortentwicklung der Gesetzlichen Rentenversicherung zu einer\nErwerbstätigenversicherung?","260"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Versichertenkreis der Gesetzlichen Rentenversicherung","261"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Wandel in der Erwerbstätigenstruktur und Auswirkungen auf die\nFinanzen der Rentenversicherung","262"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Finanzielle Konsequenzen einer Ausweitung des Versicherten-\nkreises","262"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Gründe für die Einführung einer Versicherungspflicht und die Aus-\nweitung des Versichertenkreises","263"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","II. Gesetzliche Rentenversicherung: Reformerfordernisse weitgehend erfüllt","Versicherungspflicht oder Einbeziehung in die Gesetzliche Renten-\nversicherung?","268"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","III. Soziale Pflegeversicherung: Warten auf die Reform"," ","275"
"FÜNFTES KAPITEL\nSoziale Sicherung: Licht und Schatten","IV. Arbeitslosenversicherung: Erfreuliche Überschüsse"," ","275"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz"," "," ","280"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung"," ","282"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung","Defizitverfahren gegen Deutschland erst verschärft, dann vorläufig\nausgesetzt","282"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung","Deutlicher Rückgang des gesamtstaatlichen Defizits im Jahr 2006","287"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung","Exkurs: Kassenmäßiges Steueraufkommen im Jahr 2006 mit kräftigen\nZuwachs","288"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung","Hohes strukturelles Defizit signalisiert anhaltenden Handlungsbedarf","293"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","I. Öffentliche Haushalte: Trotz verbesserter Haushaltslage keine Entwarnung","Noch immer gravierende Haushaltsschwierigkeiten des Bundes","296"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","II. Öffentliche Verschuldung: Defizitbegrenzungen des Stabilitätspakts und des\nGrundgesetzes dauerhaft einhalten"," ","299"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","II. Öffentliche Verschuldung: Defizitbegrenzungen des Stabilitätspakts und des\nGrundgesetzes dauerhaft einhalten","1. Entspannung beim Europäischen Stabilitäts- und Wachstumspakt","299"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","II. Öffentliche Verschuldung: Defizitbegrenzungen des Stabilitätspakts und des\nGrundgesetzes dauerhaft einhalten","2. Artikel 115 Grundgesetz schärfen und ergänzen","300"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","II. Öffentliche Verschuldung: Defizitbegrenzungen des Stabilitätspakts und des\nGrundgesetzes dauerhaft einhalten","Strukturelle Budgetdefizite: Zur Rechtfertigung einer langfristigen,\nobjektbezogenen Verschuldungsgrenze","308"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","II. Öffentliche Verschuldung: Defizitbegrenzungen des Stabilitätspakts und des\nGrundgesetzes dauerhaft einhalten","Konjunkturelle Budgetdefizite: Verschuldungsverbot für nicht-investive\nöffentliche Ausgaben über den Konjunkturzyklus","311"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen"," ","316"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","1. Grundzüge der Dualen Einkommensteuer","317"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","2. Grundzüge der Allgemeinen Unternehmensteuer","321"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","3. Entscheidungswirkungen der Dualen Einkommensteuer und der\nAllgemeinen Unternehmensteuer","323"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","4. Eckpunkte der Bundesregierung zur Unternehmenssteuerreform 2008","326"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","5. Aufkommenswirkungen","336"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","III. Unternehmenssteuerreform 2008: Zielsetzungen des Koalitionsvertrags\numsetzen","6. Fazit","338"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","IV. Föderalismusreform: Ein Anfang ist gemacht"," ","339"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","V. Eine andere Meinung"," ","344"
"SECHSTES KAPITEL\nFinanzpolitik: Durchwachsene Bilanz","V. Eine andere Meinung","Handlungsspielraum der Finanzpolitik würde stark eingeschränkt\nwerden","344"
